rank,sample_id,total_pixels,class_0,class_1,class_2
857,0003770,262144,0,262144,0
858,0003775,262144,0,262144,0
859,0005453,262144,234340,27804,0
860,0003776,262144,0,262144,0
861,0003777,262144,0,262144,0
862,0009225,262144,0,0,262144
863,0003778,262144,0,262144,0
864,0005577,262144,234340,27804,0
865,0003779,262144,0,262144,0
866,0003781,262144,0,262144,0
867,0003783,262144,0,262144,0
868,0036044,262144,234332,27770,42
869,0003791,262144,0,262144,0
870,0003800,262144,0,262144,0
871,0009226,262144,0,0,262144
872,0023633,262144,234297,27174,673
873,0003803,262144,0,262144,0
874,0003816,262144,0,262144,0
875,0003818,262144,0,262144,0
876,0023766,262144,234297,25949,1898
877,0003819,262144,0,262144,0
878,0003838,262144,0,262144,0
879,0009247,262144,0,0,262144
880,0003849,262144,0,262144,0
881,0023899,262144,234297,27561,286
882,0003850,262144,0,262144,0
883,0003857,262144,0,262144,0
884,0003861,262144,0,262144,0
885,0032366,262144,234276,18272,9596
886,0003866,262144,0,262144,0
887,0009249,262144,0,0,262144
888,0003895,262144,0,262144,0
889,0003899,262144,0,262144,0
890,0043470,262144,234263,24277,3604
891,0003901,262144,0,262144,0
892,0003902,262144,0,262144,0
893,0003903,262144,0,262144,0
894,0043868,262144,234263,24277,3604
895,0003904,262144,0,262144,0
896,0009250,262144,0,0,262144
897,0003905,262144,0,262144,0
898,0003911,262144,0,262144,0
899,0001875,262144,234256,26417,1471
900,0003912,262144,0,262144,0
901,0003913,262144,0,262144,0
902,0003914,262144,0,262144,0
903,0032160,262144,234254,27890,0
904,0009268,262144,0,0,262144
905,0003915,262144,0,262144,0
906,0003940,262144,0,262144,0
907,0003941,262144,0,262144,0
908,0009533,262144,234253,23315,4576
909,0003944,262144,0,262144,0
910,0003946,262144,0,262144,0
911,0003947,262144,0,262144,0
912,0009269,262144,0,0,262144
913,0009672,262144,234253,24203,3688
914,0003948,262144,0,262144,0
915,0003949,262144,0,262144,0
916,0003951,262144,0,262144,0
917,0033478,262144,234242,27902,0
918,0003956,262144,0,262144,0
919,0003957,262144,0,262144,0
920,0009271,262144,0,0,262144
921,0003958,262144,0,262144,0
922,0019909,262144,234233,0,27911
923,0003959,262144,0,262144,0
924,0003960,262144,0,262144,0
925,0003970,262144,0,262144,0
926,0032122,262144,234208,27936,0
927,0003981,262144,0,262144,0
928,0003982,262144,0,262144,0
929,0009273,262144,0,0,262144
930,0003985,262144,0,262144,0
931,0033076,262144,234194,25887,2063
932,0003986,262144,0,262144,0
933,0003987,262144,0,262144,0
934,0001557,262144,234189,27955,0
935,0003991,262144,0,262144,0
936,0004000,262144,0,262144,0
937,0009274,262144,0,0,262144
938,0004003,262144,0,262144,0
939,0003724,262144,234187,27957,0
940,0004004,262144,0,262144,0
941,0004013,262144,0,262144,0
942,0004016,262144,0,262144,0
943,0031840,262144,234176,6825,21143
944,0004020,262144,0,262144,0
945,0004021,262144,0,262144,0
946,0009286,262144,0,0,262144
947,0004026,262144,0,262144,0
948,0040346,262144,234174,0,27970
949,0004039,262144,0,262144,0
950,0004042,262144,0,262144,0
951,0004043,262144,0,262144,0
952,0040764,262144,234174,0,27970
953,0004044,262144,0,262144,0
954,0004045,262144,0,262144,0
955,0009288,262144,0,0,262144
956,0004046,262144,0,262144,0
957,0060501,262144,234156,27988,0
958,0004047,262144,0,262144,0
959,0004052,262144,0,262144,0
960,0004053,262144,0,262144,0
961,0045176,262144,234140,28004,0
962,0004054,262144,0,262144,0
963,0004055,262144,0,262144,0
964,0009291,262144,0,0,262144
965,0004060,262144,0,262144,0
966,0040313,262144,234122,10241,17781
967,0004061,262144,0,262144,0
968,0004062,262144,0,262144,0
969,0004063,262144,0,262144,0
970,0040731,262144,234122,11317,16705
971,0004068,262144,0,262144,0
972,0004069,262144,0,262144,0
973,0009292,262144,0,0,262144
974,0004070,262144,0,262144,0
975,0010046,262144,234111,27763,270
976,0004071,262144,0,262144,0
977,0004072,262144,0,262144,0
978,0004073,262144,0,262144,0
979,0011685,262144,234107,24062,3975
980,0004074,262144,0,262144,0
981,0009293,262144,0,0,262144
982,0004075,262144,0,262144,0
983,0004078,262144,0,262144,0
984,0012563,262144,234103,26168,1873
985,0004079,262144,0,262144,0
986,0004081,262144,0,262144,0
987,0004092,262144,0,262144,0
988,0031786,262144,234092,27492,560
989,0009295,262144,0,0,262144
990,0004093,262144,0,262144,0
991,0004094,262144,0,262144,0
992,0004104,262144,0,262144,0
993,0020269,262144,234065,28079,0
994,0004120,262144,0,262144,0
995,0004130,262144,0,262144,0
996,0004132,262144,0,262144,0
997,0045139,262144,234029,28115,0
998,0009297,262144,0,0,262144
999,0004133,262144,0,262144,0
1000,0004134,262144,0,262144,0
1001,0004135,262144,0,262144,0
1002,0033443,262144,234022,28034,88
1003,0004138,262144,0,262144,0
1004,0004139,262144,0,262144,0
1005,0009298,262144,0,0,262144
1006,0004146,262144,0,262144,0
1007,0011241,262144,234021,22924,5199
1008,0004150,262144,0,262144,0
1009,0004174,262144,0,262144,0
1010,0026621,262144,234019,28101,24
1011,0004178,262144,0,262144,0
1012,0004179,262144,0,262144,0
1013,0009314,262144,0,0,262144
1014,0004181,262144,0,262144,0
1015,0027402,262144,234009,9750,18385
1016,0004186,262144,0,262144,0
1017,0004188,262144,0,262144,0
1018,0004189,262144,0,262144,0
1019,0056280,262144,234005,27357,782
1020,0004190,262144,0,262144,0
1021,0004193,262144,0,262144,0
1022,0009315,262144,0,0,262144
1023,0004196,262144,0,262144,0
1024,0056447,262144,234005,27357,782
1025,0004203,262144,0,262144,0
1026,0004219,262144,0,262144,0
1027,0004224,262144,0,262144,0
1028,0043193,262144,234001,28127,16
1029,0004225,262144,0,262144,0
1030,0009316,262144,0,0,262144
1031,0004226,262144,0,262144,0
1032,0004227,262144,0,262144,0
1033,0024687,262144,233996,27570,578
1034,0004228,262144,0,262144,0
1035,0004229,262144,0,262144,0
1036,0004230,262144,0,262144,0
1037,0033669,262144,233995,28149,0
1038,0004231,262144,0,262144,0
1039,0009317,262144,0,0,262144
1040,0004233,262144,0,262144,0
1041,0004234,262144,0,262144,0
1042,0033968,262144,233984,27816,344
1043,0004235,262144,0,262144,0
1044,0004237,262144,0,262144,0
1045,0004238,262144,0,262144,0
1046,0061529,262144,233984,28160,0
1047,0009319,262144,0,0,262144
1048,0004242,262144,0,262144,0
1049,0004254,262144,0,262144,0
1050,0004271,262144,0,262144,0
1051,0009988,262144,233979,26756,1409
1052,0004272,262144,0,262144,0
1053,0004273,262144,0,262144,0
1054,0009321,262144,0,0,262144
1055,0004274,262144,0,262144,0
1056,0056017,262144,233979,13627,14538
1057,0004275,262144,0,262144,0
1058,0004276,262144,0,262144,0
1059,0004278,262144,0,262144,0
1060,0006987,262144,233971,28173,0
1061,0004279,262144,0,262144,0
1062,0004282,262144,0,262144,0
1063,0009322,262144,0,0,262144
1064,0004283,262144,0,262144,0
1065,0007089,262144,233971,28173,0
1066,0004293,262144,0,262144,0
1067,0004294,262144,0,262144,0
1068,0012631,262144,233957,26588,1599
1069,0004316,262144,0,262144,0
1070,0004317,262144,0,262144,0
1071,0009331,262144,0,0,262144
1072,0004318,262144,0,262144,0
1073,0028279,262144,233953,13995,14196
1074,0004319,262144,0,262144,0
1075,0004320,262144,0,262144,0
1076,0004321,262144,0,262144,0
1077,0005030,262144,233946,19834,8364
1078,0004323,262144,0,262144,0
1079,0004324,262144,0,262144,0
1080,0009337,262144,0,0,262144
1081,0004325,262144,0,262144,0
1082,0006096,262144,233944,28200,0
1083,0004326,262144,0,262144,0
1084,0004327,262144,0,262144,0
1085,0004328,262144,0,262144,0
1086,0006533,262144,233944,28200,0
1087,0004334,262144,0,262144,0
1088,0009338,262144,0,0,262144
1089,0004361,262144,0,262144,0
1090,0004362,262144,0,262144,0
1091,0010121,262144,233943,28201,0
1092,0004363,262144,0,262144,0
1093,0004364,262144,0,262144,0
1094,0004365,262144,0,262144,0
1095,0036798,262144,233939,28205,0
1096,0009339,262144,0,0,262144
1097,0004366,262144,0,262144,0
1098,0004368,262144,0,262144,0
1099,0004369,262144,0,262144,0
1100,0036729,262144,233935,27584,625
1101,0004370,262144,0,262144,0
1102,0004371,262144,0,262144,0
1103,0004372,262144,0,262144,0
1104,0009340,262144,0,0,262144
1105,0027391,262144,233932,22008,6204
1106,0004377,262144,0,262144,0
1107,0004379,262144,0,262144,0
1108,0004404,262144,0,262144,0
1109,0050057,262144,233918,22898,5328
1110,0004410,262144,0,262144,0
1111,0004411,262144,0,262144,0
1112,0009341,262144,0,0,262144
1113,0004413,262144,0,262144,0
1114,0056883,262144,233915,0,28229
1115,0004414,262144,0,262144,0
1116,0004415,262144,0,262144,0
1117,0004416,262144,0,262144,0
1118,0029852,262144,233907,28237,0
1119,0004417,262144,0,262144,0
1120,0004421,262144,0,262144,0
1121,0009343,262144,0,0,262144
1122,0004422,262144,0,262144,0
1123,0030362,262144,233907,28237,0
1124,0004424,262144,0,262144,0
1125,0004431,262144,0,262144,0
1126,0004439,262144,0,262144,0
1127,0002348,262144,233895,28249,0
1128,0004459,262144,0,262144,0
1129,0009345,262144,0,0,262144
1130,0004463,262144,0,262144,0
1131,0044911,262144,233888,28256,0
1132,0004464,262144,0,262144,0
1133,0004465,262144,0,262144,0
1134,0004466,262144,0,262144,0
1135,0045136,262144,233888,28256,0
1136,0004467,262144,0,262144,0
1137,0004469,262144,0,262144,0
1138,0009346,262144,0,0,262144
1139,0004482,262144,0,262144,0
1140,0026130,262144,233842,28302,0
1141,0004489,262144,0,262144,0
1142,0004733,262144,0,262144,0
1143,0004734,262144,0,262144,0
1144,0057180,262144,233839,28305,0
1145,0004735,262144,0,262144,0
1146,0009355,262144,0,0,262144
1147,0004739,262144,0,262144,0
1148,0004746,262144,0,262144,0
1149,0049831,262144,233819,28325,0
1150,0004752,262144,0,262144,0
1151,0004778,262144,0,262144,0
1152,0004779,262144,0,262144,0
1153,0035550,262144,233811,28333,0
1154,0009360,262144,0,0,262144
1155,0004780,262144,0,262144,0
1156,0004781,262144,0,262144,0
1157,0004782,262144,0,262144,0
1158,0000813,262144,233799,556,27789
1159,0004783,262144,0,262144,0
1160,0004784,262144,0,262144,0
1161,0004785,262144,0,262144,0
1162,0007022,262144,233791,28353,0
1163,0009361,262144,0,0,262144
1164,0004794,262144,0,262144,0
1165,0004807,262144,0,262144,0
1166,0004814,262144,0,262144,0
1167,0007124,262144,233791,28353,0
1168,0004815,262144,0,262144,0
1169,0004818,262144,0,262144,0
1170,0009362,262144,0,0,262144
1171,0004824,262144,0,262144,0
1172,0012574,262144,233768,28376,0
1173,0004825,262144,0,262144,0
1174,0004835,262144,0,262144,0
1175,0004867,262144,0,262144,0
1176,0054409,262144,233768,16030,12346
1177,0005681,262144,0,262144,0
1178,0005700,262144,0,262144,0
1179,0009363,262144,0,0,262144
1180,0005701,262144,0,262144,0
1181,0011462,262144,233767,17107,11270
1182,0005717,262144,0,262144,0
1183,0005726,262144,0,262144,0
1184,0005732,262144,0,262144,0
1185,0034226,262144,233759,27934,451
1186,0005736,262144,0,262144,0
1187,0005740,262144,0,262144,0
1188,0009364,262144,0,0,262144
1189,0018489,262144,233745,26896,1503
1190,0005741,262144,0,262144,0
1191,0005749,262144,0,262144,0
1192,0005760,262144,0,262144,0
1193,0040284,262144,233725,22437,5982
1194,0005767,262144,0,262144,0
1195,0005770,262144,0,262144,0
1196,0009365,262144,0,0,262144
1197,0005775,262144,0,262144,0
1198,0040702,262144,233725,22437,5982
1199,0005776,262144,0,262144,0
1200,0005783,262144,0,262144,0
1201,0005784,262144,0,262144,0
1202,0048954,262144,233706,28438,0
1203,0005785,262144,0,262144,0
1204,0009367,262144,0,0,262144
1205,0005790,262144,0,262144,0
1206,0005791,262144,0,262144,0
1207,0049040,262144,233706,28438,0
1208,0005793,262144,0,262144,0
1209,0005800,262144,0,262144,0
1210,0005805,262144,0,262144,0
1211,0049126,262144,233706,28438,0
1212,0005808,262144,0,262144,0
1213,0009369,262144,0,0,262144
1214,0005809,262144,0,262144,0
1215,0005812,262144,0,262144,0
1216,0027373,262144,233698,0,28446
1217,0005813,262144,0,262144,0
1218,0005815,262144,0,262144,0
1219,0005816,262144,0,262144,0
1220,0052081,262144,233694,27394,1056
1221,0005818,262144,0,262144,0
1222,0009370,262144,0,0,262144
1223,0005821,262144,0,262144,0
1224,0005822,262144,0,262144,0
1225,0052315,262144,233688,27917,539
1226,0005823,262144,0,262144,0
1227,0005830,262144,0,262144,0
1228,0005835,262144,0,262144,0
1229,0054678,262144,233686,28153,305
1230,0009378,262144,0,0,262144
1231,0005836,262144,0,262144,0
1232,0005838,262144,0,262144,0
1233,0005840,262144,0,262144,0
1234,0057984,262144,233679,28465,0
1235,0005841,262144,0,262144,0
1236,0005842,262144,0,262144,0
1237,0009379,262144,0,0,262144
1238,0005844,262144,0,262144,0
1239,0017291,262144,233666,28358,120
1240,0005845,262144,0,262144,0
1241,0005846,262144,0,262144,0
1242,0052297,262144,233625,28519,0
1243,0005849,262144,0,262144,0
1244,0005852,262144,0,262144,0
1245,0009381,262144,0,0,262144
1246,0005855,262144,0,262144,0
1247,0041256,262144,233622,24591,3931
1248,0005857,262144,0,262144,0
1249,0005858,262144,0,262144,0
1250,0005859,262144,0,262144,0
1251,0031568,262144,233608,28396,140
1252,0005860,262144,0,262144,0
1253,0005863,262144,0,262144,0
1254,0009382,262144,0,0,262144
1255,0005864,262144,0,262144,0
1256,0002507,262144,233595,28187,362
1257,0005865,262144,0,262144,0
1258,0005867,262144,0,262144,0
1259,0005868,262144,0,262144,0
1260,0040962,262144,233591,9896,18657
1261,0005869,262144,0,262144,0
1262,0009383,262144,0,0,262144
1263,0005870,262144,0,262144,0
1264,0005872,262144,0,262144,0
1265,0015219,262144,233588,28556,0
1266,0005873,262144,0,262144,0
1267,0005875,262144,0,262144,0
1268,0005880,262144,0,262144,0
1269,0056028,262144,233587,25183,3374
1270,0005884,262144,0,262144,0
1271,0009384,262144,0,0,262144
1272,0005886,262144,0,262144,0
1273,0005887,262144,0,262144,0
1274,0052538,262144,233584,27015,1545
1275,0005888,262144,0,262144,0
1276,0005890,262144,0,262144,0
1277,0005891,262144,0,262144,0
1278,0052635,262144,233584,27015,1545
1279,0009385,262144,0,0,262144
1280,0005895,262144,0,262144,0
1281,0005896,262144,0,262144,0
1282,0005898,262144,0,262144,0
1283,0052732,262144,233584,27015,1545
1284,0005902,262144,0,262144,0
1285,0005903,262144,0,262144,0
1286,0009386,262144,0,0,262144
1287,0005907,262144,0,262144,0
1288,0052829,262144,233584,27015,1545
1289,0005908,262144,0,262144,0
1290,0005914,262144,0,262144,0
1291,0005915,262144,0,262144,0
1292,0035693,262144,233543,28271,330
1293,0005921,262144,0,262144,0
1294,0005922,262144,0,262144,0
1295,0009387,262144,0,0,262144
1296,0026114,262144,233541,28603,0
1297,0005923,262144,0,262144,0
1298,0005924,262144,0,262144,0
1299,0005932,262144,0,262144,0
1300,0037679,262144,233525,28619,0
1301,0005933,262144,0,262144,0
1302,0005934,262144,0,262144,0
1303,0009388,262144,0,0,262144
1304,0005936,262144,0,262144,0
1305,0053889,262144,233508,28046,590
1306,0005937,262144,0,262144,0
1307,0005942,262144,0,262144,0
1308,0005944,262144,0,262144,0
1309,0005448,262144,233506,27594,1044
1310,0005945,262144,0,262144,0
1311,0009389,262144,0,0,262144
1312,0005953,262144,0,262144,0
1313,0005955,262144,0,262144,0
1314,0005572,262144,233506,27839,799
1315,0005956,262144,0,262144,0
1316,0005957,262144,0,262144,0
1317,0005959,262144,0,262144,0
1318,0019669,262144,233505,28639,0
1319,0009391,262144,0,0,262144
1320,0005960,262144,0,262144,0
1321,0005961,262144,0,262144,0
1322,0005962,262144,0,262144,0
1323,0046275,262144,233504,28640,0
1324,0005963,262144,0,262144,0
1325,0005967,262144,0,262144,0
1326,0005968,262144,0,262144,0
1327,0046527,262144,233504,28640,0
1328,0009393,262144,0,0,262144
1329,0005969,262144,0,262144,0
1330,0005976,262144,0,262144,0
1331,0005978,262144,0,262144,0
1332,0046779,262144,233504,28640,0
1333,0005980,262144,0,262144,0
1334,0005982,262144,0,262144,0
1335,0009394,262144,0,0,262144
1336,0005983,262144,0,262144,0
1337,0047031,262144,233504,28640,0
1338,0005984,262144,0,262144,0
1339,0005988,262144,0,262144,0
1340,0047283,262144,233504,28640,0
1341,0005990,262144,0,262144,0
1342,0005999,262144,0,262144,0
1343,0009402,262144,0,0,262144
1344,0006002,262144,0,262144,0
1345,0047535,262144,233504,28640,0
1346,0006007,262144,0,262144,0
1347,0006008,262144,0,262144,0
1348,0006010,262144,0,262144,0
1349,0047787,262144,233504,28640,0
1350,0006013,262144,0,262144,0
1351,0006017,262144,0,262144,0
1352,0009403,262144,0,0,262144
1353,0006025,262144,0,262144,0
1354,0048039,262144,233504,28640,0
1355,0006028,262144,0,262144,0
1356,0006029,262144,0,262144,0
1357,0006031,262144,0,262144,0
1358,0050796,262144,233489,28655,0
1359,0006032,262144,0,262144,0
1360,0009405,262144,0,0,262144
1361,0006033,262144,0,262144,0
1362,0006034,262144,0,262144,0
1363,0001867,262144,233472,28672,0
1364,0006035,262144,0,262144,0
1365,0006037,262144,0,262144,0
1366,0006039,262144,0,262144,0
1367,0001868,262144,233472,28672,0
1368,0009406,262144,0,0,262144
1369,0006040,262144,0,262144,0
1370,0006043,262144,0,262144,0
1371,0006051,262144,0,262144,0
1372,0001869,262144,233472,28387,285
1373,0006053,262144,0,262144,0
1374,0006054,262144,0,262144,0
1375,0009407,262144,0,0,262144
1376,0006056,262144,0,262144,0
1377,0001870,262144,233472,24864,3808
1378,0006057,262144,0,262144,0
1379,0006058,262144,0,262144,0
1380,0006059,262144,0,262144,0
1381,0001871,262144,233472,27716,956
1382,0006060,262144,0,262144,0
1383,0006062,262144,0,262144,0
1384,0009408,262144,0,0,262144
1385,0001872,262144,233472,28074,598
1386,0006063,262144,0,262144,0
1387,0006064,262144,0,262144,0
1388,0006070,262144,0,262144,0
1389,0001873,262144,233472,28672,0
1390,0006072,262144,0,262144,0
1391,0006075,262144,0,262144,0
1392,0009409,262144,0,0,262144
1393,0006080,262144,0,262144,0
1394,0001874,262144,233472,28660,12
1395,0006081,262144,0,262144,0
1396,0006082,262144,0,262144,0
1397,0006083,262144,0,262144,0
1398,0001876,262144,233472,28672,0
1399,0006084,262144,0,262144,0
1400,0009410,262144,0,0,262144
1401,0006085,262144,0,262144,0
1402,0006118,262144,0,262144,0
1403,0060679,262144,233467,28677,0
1404,0006137,262144,0,262144,0
1405,0006138,262144,0,262144,0
1406,0006154,262144,0,262144,0
1407,0041673,262144,233452,28692,0
1408,0009411,262144,0,0,262144
1409,0006163,262144,0,262144,0
1410,0006169,262144,0,262144,0
1411,0006173,262144,0,262144,0
1412,0041644,262144,233439,26741,1964
1413,0006177,262144,0,262144,0
1414,0006178,262144,0,262144,0
1415,0006186,262144,0,262144,0
1416,0035647,262144,233431,28713,0
1417,0009412,262144,0,0,262144
1418,0006197,262144,0,262144,0
1419,0006204,262144,0,262144,0
1420,0006207,262144,0,262144,0
1421,0057969,262144,233405,28223,516
1422,0006212,262144,0,262144,0
1423,0006213,262144,0,262144,0
1424,0009413,262144,0,0,262144
1425,0006220,262144,0,262144,0
1426,0061072,262144,233402,28742,0
1427,0006221,262144,0,262144,0
1428,0006222,262144,0,262144,0
1429,0006227,262144,0,262144,0
1430,0012883,262144,233396,21336,7412
1431,0006228,262144,0,262144,0
1432,0014837,262144,0,0,262144
1433,0006230,262144,0,262144,0
1434,0002129,262144,233394,28589,161
1435,0006237,262144,0,262144,0
1436,0006242,262144,0,262144,0
1437,0006245,262144,0,262144,0
1438,0002281,262144,233394,28589,161
1439,0006246,262144,0,262144,0
1440,0006249,262144,0,262144,0
1441,0014855,262144,0,0,262144
1442,0006250,262144,0,262144,0
1443,0005594,262144,233389,23485,5270
1444,0006252,262144,0,262144,0
1445,0006253,262144,0,262144,0
1446,0006255,262144,0,262144,0
1447,0044914,262144,233376,28768,0
1448,0006258,262144,0,262144,0
1449,0016381,262144,0,0,262144
1450,0006259,262144,0,262144,0
1451,0006260,262144,0,262144,0
1452,0056004,262144,233352,28544,248
1453,0006267,262144,0,262144,0
1454,0006272,262144,0,262144,0
1455,0006273,262144,0,262144,0
1456,0007021,262144,233348,28796,0
1457,0016393,262144,0,0,262144
1458,0006275,262144,0,262144,0
1459,0006277,262144,0,262144,0
1460,0006278,262144,0,262144,0
1461,0007123,262144,233348,28796,0
1462,0006279,262144,0,262144,0
1463,0006281,262144,0,262144,0
1464,0006282,262144,0,262144,0
1465,0016394,262144,0,0,262144
1466,0011347,262144,233334,28810,0
1467,0006283,262144,0,262144,0
1468,0006286,262144,0,262144,0
1469,0006289,262144,0,262144,0
1470,0042563,262144,233334,28810,0
1471,0006292,262144,0,262144,0
1472,0006294,262144,0,262144,0
1473,0016396,262144,0,0,262144
1474,0006295,262144,0,262144,0
1475,0035239,262144,233317,28568,259
1476,0006296,262144,0,262144,0
1477,0006297,262144,0,262144,0
1478,0005161,262144,233315,0,28829
1479,0006300,262144,0,262144,0
1480,0006301,262144,0,262144,0
1481,0006302,262144,0,262144,0
1482,0016406,262144,0,0,262144
1483,0030880,262144,233311,28833,0
1484,0006304,262144,0,262144,0
1485,0006305,262144,0,262144,0
1486,0006306,262144,0,262144,0
1487,0009966,262144,233310,28834,0
1488,0006307,262144,0,262144,0
1489,0006309,262144,0,262144,0
1490,0016407,262144,0,0,262144
1491,0006310,262144,0,262144,0
1492,0040208,262144,233298,14434,14412
1493,0006312,262144,0,262144,0
1494,0006317,262144,0,262144,0
1495,0006321,262144,0,262144,0
1496,0040626,262144,233298,15625,13221
1497,0006323,262144,0,262144,0
1498,0006324,262144,0,262144,0
1499,0016408,262144,0,0,262144
1500,0006325,262144,0,262144,0
1501,0004863,262144,233284,28860,0
1502,0006327,262144,0,262144,0
1503,0006328,262144,0,262144,0
1504,0006332,262144,0,262144,0
1505,0050907,262144,233270,28874,0
1506,0006333,262144,0,262144,0
1507,0016409,262144,0,0,262144
1508,0006335,262144,0,262144,0
1509,0006339,262144,0,262144,0
1510,0021274,262144,233262,28882,0
1511,0006340,262144,0,262144,0
1512,0006344,262144,0,262144,0
1513,0006345,262144,0,262144,0
1514,0021625,262144,233262,28882,0
1515,0016435,262144,0,0,262144
1516,0006351,262144,0,262144,0
1517,0006352,262144,0,262144,0
1518,0006358,262144,0,262144,0
1519,0061051,262144,233204,26655,2285
1520,0006359,262144,0,262144,0
1521,0006360,262144,0,262144,0
1522,0006361,262144,0,262144,0
1523,0060957,262144,233185,28959,0
1524,0016437,262144,0,0,262144
1525,0006369,262144,0,262144,0
1526,0006370,262144,0,262144,0
1527,0006371,262144,0,262144,0
1528,0005206,262144,233158,0,28986
1529,0006373,262144,0,262144,0
1530,0006374,262144,0,262144,0
1531,0006379,262144,0,262144,0
1532,0023939,262144,233120,29024,0
1533,0016438,262144,0,0,262144
1534,0006381,262144,0,262144,0
1535,0006382,262144,0,262144,0
1536,0010830,262144,233109,22850,6185
1537,0006390,262144,0,262144,0
1538,0006392,262144,0,262144,0
1539,0006393,262144,0,262144,0
1540,0016439,262144,0,0,262144
1541,0050884,262144,233099,29045,0
1542,0006394,262144,0,262144,0
1543,0006396,262144,0,262144,0
1544,0006397,262144,0,262144,0
1545,0026049,262144,233089,29055,0
1546,0006398,262144,0,262144,0
1547,0006399,262144,0,262144,0
1548,0016561,262144,0,0,262144
1549,0006400,262144,0,262144,0
1550,0041668,262144,233074,29070,0
1551,0006404,262144,0,262144,0
1552,0006405,262144,0,262144,0
1553,0006406,262144,0,262144,0
1554,0015849,262144,233072,28833,239
1555,0006413,262144,0,262144,0
1556,0006415,262144,0,262144,0
1557,0016573,262144,0,0,262144
1558,0006417,262144,0,262144,0
1559,0043564,262144,233057,29087,0
1560,0006419,262144,0,262144,0
1561,0006420,262144,0,262144,0
1562,0006421,262144,0,262144,0
1563,0043962,262144,233057,29087,0
1564,0006425,262144,0,262144,0
1565,0016574,262144,0,0,262144
1566,0006427,262144,0,262144,0
1567,0006436,262144,0,262144,0
1568,0027384,262144,233049,84,29011
1569,0006439,262144,0,262144,0
1570,0006444,262144,0,262144,0
1571,0006445,262144,0,262144,0
1572,0041091,262144,233048,14050,15046
1573,0006447,262144,0,262144,0
1574,0016576,262144,0,0,262144
1575,0006450,262144,0,262144,0
1576,0006454,262144,0,262144,0
1577,0054383,262144,233019,29125,0
1578,0006462,262144,0,262144,0
1579,0006465,262144,0,262144,0
1580,0006466,262144,0,262144,0
1581,0051845,262144,233013,29131,0
1582,0016586,262144,0,0,262144
1583,0006468,262144,0,262144,0
1584,0006469,262144,0,262144,0
1585,0006470,262144,0,262144,0
1586,0045525,262144,233010,28764,370
1587,0006471,262144,0,262144,0
1588,0006472,262144,0,262144,0
1589,0007037,262144,232963,29181,0
1590,0006474,262144,0,262144,0
1591,0016587,262144,0,0,262144
1592,0006476,262144,0,262144,0
1593,0006477,262144,0,262144,0
1594,0007139,262144,232963,29181,0
1595,0006480,262144,0,262144,0
1596,0006488,262144,0,262144,0
1597,0006490,262144,0,262144,0
1598,0016588,262144,0,0,262144
1599,0037553,262144,232950,29194,0
1600,0006491,262144,0,262144,0
1601,0006493,262144,0,262144,0
1602,0006494,262144,0,262144,0
1603,0050831,262144,232947,29197,0
1604,0006495,262144,0,262144,0
1605,0006496,262144,0,262144,0
1606,0016589,262144,0,0,262144
1607,0006497,262144,0,262144,0
1608,0036547,262144,232929,29215,0
1609,0006499,262144,0,262144,0
1610,0006500,262144,0,262144,0
1611,0006501,262144,0,262144,0
1612,0051638,262144,232911,29233,0
1613,0006507,262144,0,262144,0
1614,0006509,262144,0,262144,0
1615,0016615,262144,0,0,262144
1616,0006512,262144,0,262144,0
1617,0051780,262144,232911,29233,0
1618,0006517,262144,0,262144,0
1619,0006518,262144,0,262144,0
1620,0006519,262144,0,262144,0
1621,0052325,262144,232897,29247,0
1622,0006520,262144,0,262144,0
1623,0016617,262144,0,0,262144
1624,0006521,262144,0,262144,0
1625,0006522,262144,0,262144,0
1626,0012219,262144,232879,29265,0
1627,0006523,262144,0,262144,0
1628,0006524,262144,0,262144,0
1629,0041940,262144,232875,26997,2272
1630,0006610,262144,0,262144,0
1631,0016618,262144,0,0,262144
1632,0006623,262144,0,262144,0
1633,0006641,262144,0,262144,0
1634,0050483,262144,232862,28816,466
1635,0006649,262144,0,262144,0
1636,0006650,262144,0,262144,0
1637,0006657,262144,0,262144,0
1638,0050756,262144,232862,28816,466
1639,0016619,262144,0,0,262144
1640,0006667,262144,0,262144,0
1641,0006674,262144,0,262144,0
1642,0006675,262144,0,262144,0
1643,0026050,262144,232848,29088,208
1644,0006679,262144,0,262144,0
1645,0006682,262144,0,262144,0
1646,0006695,262144,0,262144,0
1647,0016931,262144,0,0,262144
1648,0049882,262144,232845,29144,155
1649,0006697,262144,0,262144,0
1650,0006716,262144,0,262144,0
1651,0006719,262144,0,262144,0
1652,0028418,262144,232816,25588,3740
1653,0006720,262144,0,262144,0
1654,0006741,262144,0,262144,0
1655,0016932,262144,0,0,262144
1656,0006742,262144,0,262144,0
1657,0034157,262144,232814,28236,1094
1658,0006743,262144,0,262144,0
1659,0006744,262144,0,262144,0
1660,0006747,262144,0,262144,0
1661,0056928,262144,232782,0,29362
1662,0006769,262144,0,262144,0
1663,0006770,262144,0,262144,0
1664,0016933,262144,0,0,262144
1665,0006772,262144,0,262144,0
1666,0033576,262144,232777,28897,470
1667,0006789,262144,0,262144,0
1668,0006816,262144,0,262144,0
1669,0006819,262144,0,262144,0
1670,0061009,262144,232777,28874,493
1671,0006834,262144,0,262144,0
1672,0016935,262144,0,0,262144
