rank,sample_id,total_pixels,class_0,class_1,class_2
857,0003770,262144,0,262144,0
858,0003775,262144,0,262144,0
859,0005453,262144,234340,27804,0
860,0003776,262144,0,262144,0
861,0003777,262144,0,262144,0
862,0009225,262144,0,0,262144
863,0003778,262144,0,262144,0
864,0005577,262144,234340,27804,0
865,0003779,262144,0,262144,0
866,0003781,262144,0,262144,0
867,0003783,262144,0,262144,0
868,0036044,262144,234332,27770,42
869,0003791,262144,0,262144,0
870,0003800,262144,0,262144,0
871,0009226,262144,0,0,262144
872,0023633,262144,234297,27174,673
873,0003803,262144,0,262144,0
874,0003816,262144,0,262144,0
875,0003818,262144,0,262144,0
876,0023766,262144,234297,25949,1898
877,0003819,262144,0,262144,0
878,0003838,262144,0,262144,0
879,0009247,262144,0,0,262144
880,0003849,262144,0,262144,0
881,0023899,262144,234297,27561,286
882,0003850,262144,0,262144,0
883,0003857,262144,0,262144,0
884,0003861,262144,0,262144,0
885,0032366,262144,234276,18272,9596
886,0003866,262144,0,262144,0
887,0009249,262144,0,0,262144
888,0003895,262144,0,262144,0
889,0003899,262144,0,262144,0
890,0043470,262144,234263,24277,3604
891,0003901,262144,0,262144,0
892,0003902,262144,0,262144,0
893,0003903,262144,0,262144,0
894,0043868,262144,234263,24277,3604
895,0003904,262144,0,262144,0
896,0009250,262144,0,0,262144
897,0003905,262144,0,262144,0
898,0003911,262144,0,262144,0
899,0001875,262144,234256,26417,1471
900,0003912,262144,0,262144,0
901,0003913,262144,0,262144,0
902,0003914,262144,0,262144,0
903,0032160,262144,234254,27890,0
904,0009268,262144,0,0,262144
905,0003915,262144,0,262144,0
906,0003940,262144,0,262144,0
907,0003941,262144,0,262144,0
908,0009533,262144,234253,23315,4576
909,0003944,262144,0,262144,0
910,0003946,262144,0,262144,0
911,0003947,262144,0,262144,0
912,0009269,262144,0,0,262144
913,0009672,262144,234253,24203,3688
914,0003948,262144,0,262144,0
915,0003949,262144,0,262144,0
916,0003951,262144,0,262144,0
917,0033478,262144,234242,27902,0
918,0003956,262144,0,262144,0
919,0003957,262144,0,262144,0
920,0009271,262144,0,0,262144
921,0003958,262144,0,262144,0
922,0019909,262144,234233,0,27911
923,0003959,262144,0,262144,0
924,0003960,262144,0,262144,0
925,0003970,262144,0,262144,0
926,0032122,262144,234208,27936,0
927,0003981,262144,0,262144,0
928,0003982,262144,0,262144,0
929,0009273,262144,0,0,262144
930,0003985,262144,0,262144,0
931,0033076,262144,234194,25887,2063
932,0003986,262144,0,262144,0
933,0003987,262144,0,262144,0
934,0001557,262144,234189,27955,0
935,0003991,262144,0,262144,0
936,0004000,262144,0,262144,0
937,0009274,262144,0,0,262144
938,0004003,262144,0,262144,0
939,0003724,262144,234187,27957,0
940,0004004,262144,0,262144,0
941,0004013,262144,0,262144,0
942,0004016,262144,0,262144,0
943,0031840,262144,234176,6825,21143
944,0004020,262144,0,262144,0
945,0004021,262144,0,262144,0
946,0009286,262144,0,0,262144
947,0004026,262144,0,262144,0
948,0040346,262144,234174,0,27970
949,0004039,262144,0,262144,0
950,0004042,262144,0,262144,0
951,0004043,262144,0,262144,0
952,0040764,262144,234174,0,27970
953,0004044,262144,0,262144,0
954,0004045,262144,0,262144,0
955,0009288,262144,0,0,262144
956,0004046,262144,0,262144,0
957,0060501,262144,234156,27988,0
958,0004047,262144,0,262144,0
959,0004052,262144,0,262144,0
960,0004053,262144,0,262144,0
961,0045176,262144,234140,28004,0
962,0004054,262144,0,262144,0
963,0004055,262144,0,262144,0
964,0009291,262144,0,0,262144
965,0004060,262144,0,262144,0
966,0040313,262144,234122,10241,17781
967,0004061,262144,0,262144,0
968,0004062,262144,0,262144,0
969,0004063,262144,0,262144,0
970,0040731,262144,234122,11317,16705
971,0004068,262144,0,262144,0
972,0004069,262144,0,262144,0
973,0009292,262144,0,0,262144
974,0004070,262144,0,262144,0
975,0010046,262144,234111,27763,270
976,0004071,262144,0,262144,0
977,0004072,262144,0,262144,0
978,0004073,262144,0,262144,0
979,0011685,262144,234107,24062,3975
980,0004074,262144,0,262144,0
981,0009293,262144,0,0,262144
982,0004075,262144,0,262144,0
983,0004078,262144,0,262144,0
984,0012563,262144,234103,26168,1873
985,0004079,262144,0,262144,0
986,0004081,262144,0,262144,0
987,0004092,262144,0,262144,0
988,0031786,262144,234092,27492,560
989,0009295,262144,0,0,262144
990,0004093,262144,0,262144,0
991,0004094,262144,0,262144,0
992,0004104,262144,0,262144,0
993,0020269,262144,234065,28079,0
994,0004120,262144,0,262144,0
995,0004130,262144,0,262144,0
996,0004132,262144,0,262144,0
997,0045139,262144,234029,28115,0
998,0009297,262144,0,0,262144
999,0004133,262144,0,262144,0
1000,0004134,262144,0,262144,0
