rank,sample_id,total_pixels,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10
434,0075544,65536,0,0,65536,0,0,0,0,0,0,0,0
435,0053943,65536,114,0,359,32,65031,0,0,0,0,0,0
436,0062256,65536,65536,0,0,0,0,0,0,0,0,0,0
437,0000115,65536,0,0,0,0,0,0,0,65536,0,0,0
438,0075545,65536,0,0,65536,0,0,0,0,0,0,0,0
439,0106146,65536,227,0,0,65301,8,0,0,0,0,0,0
440,0062257,65536,65536,0,0,0,0,0,0,0,0,0,0
441,0093806,65536,130,65370,32,0,0,4,0,0,0,0,0
442,0075546,65536,0,0,65536,0,0,0,0,0,0,0,0
443,0062258,65536,65536,0,0,0,0,0,0,0,0,0,0
444,0106168,65536,239,0,0,65297,0,0,0,0,0,0,0
445,0062275,65536,65536,0,0,0,0,0,0,0,0,0,0
446,0076604,65536,0,0,65536,0,0,0,0,0,0,0,0
447,0000126,65536,0,0,0,0,0,0,0,65536,0,0,0
448,0093677,65536,0,42,198,65292,0,4,0,0,0,0,0
449,0062298,65536,65536,0,0,0,0,0,0,0,0,0,0
450,0076162,65536,26,65368,112,16,0,14,0,0,0,0,0
451,0078222,65536,0,0,65536,0,0,0,0,0,0,0,0
452,0141727,65536,0,0,0,0,0,0,0,0,65536,0,0
453,0062316,65536,65536,0,0,0,0,0,0,0,0,0,0
454,0038091,65536,0,0,249,65287,0,0,0,0,0,0,0
455,0159172,65536,156,0,18,0,64999,363,0,0,0,0,0
456,0078641,65536,0,0,65536,0,0,0,0,0,0,0,0
457,0000127,65536,0,0,0,0,0,0,0,65536,0,0,0
458,0062317,65536,65536,0,0,0,0,0,0,0,0,0,0
459,0081052,65536,46,65364,126,0,0,0,0,0,0,0,0
460,0106094,65536,56,0,193,65287,0,0,0,0,0,0,0
461,0064813,65536,65536,0,0,0,0,0,0,0,0,0,0
462,0078660,65536,0,0,65536,0,0,0,0,0,0,0,0
463,0064830,65536,65536,0,0,0,0,0,0,0,0,0,0
464,0078661,65536,0,0,65536,0,0,0,0,0,0,0,0
465,0081759,65536,238,0,26,65272,0,0,0,0,0,0,0
466,0000128,65536,0,0,0,0,0,0,0,65536,0,0,0
467,0064907,65536,65536,0,0,0,0,0,0,0,0,0,0
468,0079004,65536,182,65354,0,0,0,0,0,0,0,0,0
469,0078679,65536,0,0,65536,0,0,0,0,0,0,0,0
470,0106125,65536,264,0,0,65272,0,0,0,0,0,0,0
471,0075048,65536,65536,0,0,0,0,0,0,0,0,0,0
472,0078719,65536,0,0,65536,0,0,0,0,0,0,0,0
473,0075049,65536,65536,0,0,0,0,0,0,0,0,0,0
474,0173943,65536,286,0,230,4,64964,52,0,0,0,0,0
475,0094835,65536,4,268,0,65264,0,0,0,0,0,0,0
476,0000129,65536,0,0,0,0,0,0,0,65536,0,0,0
477,0081025,65536,40,65353,143,0,0,0,0,0,0,0,0
478,0075066,65536,65536,0,0,0,0,0,0,0,0,0,0
479,0080218,65536,0,0,65536,0,0,0,0,0,0,0,0
480,0117134,65536,0,0,0,0,0,65536,0,0,0,0,0
481,0105550,65536,0,0,265,65259,6,6,0,0,0,0,0
482,0075067,65536,65536,0,0,0,0,0,0,0,0,0,0
483,0080256,65536,0,0,65536,0,0,0,0,0,0,0,0
484,0075068,65536,65536,0,0,0,0,0,0,0,0,0,0
485,0085290,65536,170,65350,16,0,0,0,0,0,0,0,0
486,0000140,65536,0,0,0,0,0,0,0,65536,0,0,0
487,0090827,65536,0,0,283,65253,0,0,0,0,0,0,0
488,0080940,65536,0,0,65536,0,0,0,0,0,0,0,0
489,0075085,65536,65536,0,0,0,0,0,0,0,0,0,0
490,0084910,65536,0,0,65536,0,0,0,0,0,0,0,0
491,0075086,65536,65536,0,0,0,0,0,0,0,0,0,0
492,0106128,65536,268,0,0,65248,20,0,0,0,0,0,0
493,0081051,65536,112,65344,80,0,0,0,0,0,0,0,0
494,0075087,65536,65536,0,0,0,0,0,0,0,0,0,0
495,0000141,65536,0,0,0,0,0,0,0,65536,0,0,0
496,0084929,65536,0,0,65536,0,0,0,0,0,0,0,0
497,0141286,65536,0,0,431,0,64940,120,0,45,0,0,0
498,0038597,65536,0,0,292,65244,0,0,0,0,0,0,0
499,0075104,65536,65536,0,0,0,0,0,0,0,0,0,0
500,0084983,65536,0,0,65536,0,0,0,0,0,0,0,0
