rank,sample_id,total_pixels,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10
1401,0122533,65536,38,12,65486,0,0,0,0,0,0,0,0
1402,0010355,65536,393,0,554,64531,58,0,0,0,0,0,0
1403,0102709,65536,65536,0,0,0,0,0,0,0,0,0,0
1404,0168908,65536,50,0,65486,0,0,0,0,0,0,0,0
1405,0081097,65536,701,64720,115,0,0,0,0,0,0,0,0
1406,0000680,65536,0,0,0,0,0,0,0,65536,0,0,0
1407,0102716,65536,65536,0,0,0,0,0,0,0,0,0,0
1408,0027170,65536,393,0,554,64531,58,0,0,0,0,0,0
1409,0159076,65536,740,92,161,0,64327,216,0,0,0,0,0
1410,0178824,65536,0,0,65486,0,0,0,0,0,50,0,0
1411,0102718,65536,65536,0,0,0,0,0,0,0,0,0,0
1412,0090367,65536,0,151,857,64528,0,0,0,0,0,0,0
1413,0102719,65536,65536,0,0,0,0,0,0,0,0,0,0
1414,0046518,65536,0,52,65484,0,0,0,0,0,0,0,0
1415,0162347,65536,125,64717,213,0,0,481,0,0,0,0,0
1416,0000681,65536,0,0,0,0,0,0,0,65536,0,0,0
1417,0102720,65536,65536,0,0,0,0,0,0,0,0,0,0
1418,0038367,65536,0,0,959,64527,40,10,0,0,0,0,0
1419,0046165,65536,0,0,65482,54,0,0,0,0,0,0,0
1420,0102721,65536,65536,0,0,0,0,0,0,0,0,0,0
1421,0046411,65536,0,54,65482,0,0,0,0,0,0,0,0
1422,0079562,65536,824,64712,0,0,0,0,0,0,0,0,0
1423,0038191,65536,0,699,312,64525,0,0,0,0,0,0,0
1424,0102722,65536,65536,0,0,0,0,0,0,0,0,0,0
1425,0000682,65536,0,0,0,0,0,0,0,65536,0,0,0
1426,0178840,65536,0,0,65482,0,0,0,0,0,54,0,0
1427,0102723,65536,65536,0,0,0,0,0,0,0,0,0,0
1428,0173867,65536,1169,0,20,4,64327,16,0,0,0,0,0
1429,0036883,65536,60,6,947,64519,4,0,0,0,0,0,0
1430,0102724,65536,65536,0,0,0,0,0,0,0,0,0,0
1431,0181208,65536,54,0,65482,0,0,0,0,0,0,0,0
1432,0162036,65536,119,64708,0,0,0,709,0,0,0,0,0
1433,0105799,65536,0,83,888,64513,0,52,0,0,0,0,0
1434,0040785,65536,0,0,54,0,0,0,0,0,65482,0,0
1435,0102725,65536,65536,0,0,0,0,0,0,0,0,0,0
1436,0000683,65536,0,0,0,0,0,0,0,65536,0,0,0
1437,0067153,65536,0,0,65481,55,0,0,0,0,0,0,0
1438,0102726,65536,65536,0,0,0,0,0,0,0,0,0,0
1439,0037997,65536,0,296,725,64511,4,0,0,0,0,0,0
1440,0162128,65536,14,64708,38,0,0,776,0,0,0,0,0
1441,0046548,65536,0,56,65480,0,0,0,0,0,0,0,0
1442,0102727,65536,65536,0,0,0,0,0,0,0,0,0,0
1443,0051318,65536,172,66,404,64511,0,0,0,30,353,0,0
1444,0102728,65536,65536,0,0,0,0,0,0,0,0,0,0
1445,0000684,65536,0,0,0,0,0,0,0,65536,0,0,0
1446,0136608,65536,48,0,65480,0,8,0,0,0,0,0,0
1447,0173516,65536,1136,2,10,0,64322,66,0,0,0,0,0
1448,0102730,65536,65536,0,0,0,0,0,0,0,0,0,0
1449,0094419,65536,798,64700,38,0,0,0,0,0,0,0,0
1450,0106143,65536,1030,0,6,64500,0,0,0,0,0,0,0
1451,0117878,65536,0,0,0,0,0,65536,0,0,0,0,0
1452,0178836,65536,0,0,65480,0,0,40,0,0,16,0,0
1453,0102731,65536,65536,0,0,0,0,0,0,0,0,0,0
1454,0066481,65536,0,0,65478,58,0,0,0,0,0,0,0
1455,0000691,65536,0,0,0,0,0,0,0,65536,0,0,0
1456,0086326,65536,6,433,567,64490,40,0,0,0,0,0,0
1457,0102732,65536,65536,0,0,0,0,0,0,0,0,0,0
1458,0080909,65536,809,64689,38,0,0,0,0,0,0,0,0
1459,0165867,65536,58,0,65478,0,0,0,0,0,0,0,0
1460,0102733,65536,65536,0,0,0,0,0,0,0,0,0,0
1461,0038545,65536,0,54,746,64489,55,192,0,0,0,0,0
1462,0102734,65536,65536,0,0,0,0,0,0,0,0,0,0
1463,0166255,65536,0,0,65478,0,58,0,0,0,0,0,0
1464,0000692,65536,0,0,0,0,0,0,0,65536,0,0,0
1465,0106086,65536,401,483,93,64489,0,0,0,70,0,0,0
1466,0102735,65536,65536,0,0,0,0,0,0,0,0,0,0
1467,0078760,65536,322,64682,532,0,0,0,0,0,0,0,0
1468,0168888,65536,36,23,65477,0,0,0,0,0,0,0,0
1469,0141235,65536,898,0,74,0,64318,246,0,0,0,0,0
1470,0102736,65536,65536,0,0,0,0,0,0,0,0,0,0
1471,0038257,65536,0,326,723,64487,0,0,0,0,0,0,0
1472,0177443,65536,29,6,65477,0,0,0,0,0,24,0,0
1473,0102737,65536,65536,0,0,0,0,0,0,0,0,0,0
1474,0000693,65536,0,0,0,0,0,0,0,65536,0,0,0
1475,0105760,65536,0,36,1019,64481,0,0,0,0,0,0,0
1476,0079088,65536,376,64673,487,0,0,0,0,0,0,0,0
1477,0046310,65536,0,60,65476,0,0,0,0,0,0,0,0
1478,0102738,65536,65536,0,0,0,0,0,0,0,0,0,0
1479,0102739,65536,65536,0,0,0,0,0,0,0,0,0,0
1480,0046450,65536,0,60,65476,0,0,0,0,0,0,0,0
1481,0038655,65536,0,0,62,64479,995,0,0,0,0,0,0
1482,0000694,65536,0,0,0,0,0,0,0,65536,0,0,0
1483,0102740,65536,65536,0,0,0,0,0,0,0,0,0,0
1484,0161917,65536,847,64665,4,0,0,20,0,0,0,0,0
1485,0078284,65536,0,60,65476,0,0,0,0,0,0,0,0
1486,0105685,65536,0,0,1059,64477,0,0,0,0,0,0,0
1487,0102741,65536,65536,0,0,0,0,0,0,0,0,0,0
1488,0141161,65536,1077,0,0,0,64306,153,0,0,0,0,0
1489,0084964,65536,0,60,65476,0,0,0,0,0,0,0,0
1490,0102742,65536,65536,0,0,0,0,0,0,0,0,0,0
1491,0038592,65536,0,0,920,64476,0,140,0,0,0,0,0
1492,0000695,65536,0,0,0,0,0,0,0,65536,0,0,0
1493,0078836,65536,624,64660,252,0,0,0,0,0,0,0,0
1494,0102743,65536,65536,0,0,0,0,0,0,0,0,0,0
1495,0165860,65536,64,0,65472,0,0,0,0,0,0,0,0
1496,0127742,65536,0,0,1061,64475,0,0,0,0,0,0,0
1497,0102744,65536,65536,0,0,0,0,0,0,0,0,0,0
1498,0068656,65536,0,4,65470,62,0,0,0,0,0,0,0
1499,0102745,65536,65536,0,0,0,0,0,0,0,0,0,0
1500,0038272,65536,0,610,456,64470,0,0,0,0,0,0,0
1501,0111193,65536,216,64646,664,10,0,0,0,0,0,0,0
1502,0000696,65536,0,0,0,0,0,0,0,65536,0,0,0
1503,0075848,65536,0,66,65470,0,0,0,0,0,0,0,0
1504,0102746,65536,65536,0,0,0,0,0,0,0,0,0,0
1505,0042732,65536,0,8,1007,64467,54,0,0,0,0,0,0
1506,0121109,65536,67,0,65469,0,0,0,0,0,0,0,0
1507,0102752,65536,65536,0,0,0,0,0,0,0,0,0,0
1508,0173597,65536,1114,0,118,0,64304,0,0,0,0,0,0
1509,0085309,65536,895,64641,0,0,0,0,0,0,0,0,0
1510,0102755,65536,65536,0,0,0,0,0,0,0,0,0,0
1511,0080201,65536,0,60,65468,0,0,8,0,0,0,0,0
1512,0000698,65536,0,0,0,0,0,0,0,65536,0,0,0
1513,0089709,65536,307,773,0,64456,0,0,0,0,0,0,0
1514,0117879,65536,0,0,0,0,0,65536,0,0,0,0,0
1515,0102756,65536,65536,0,0,0,0,0,0,0,0,0,0
1516,0121126,65536,0,0,65468,0,0,68,0,0,0,0,0
1517,0038663,65536,0,190,833,64455,22,36,0,0,0,0,0
1518,0102759,65536,65536,0,0,0,0,0,0,0,0,0,0
1519,0093905,65536,762,64634,138,0,0,2,0,0,0,0,0
1520,0181033,65536,0,0,65468,0,0,68,0,0,0,0,0
1521,0000699,65536,0,0,0,0,0,0,0,65536,0,0,0
1522,0102760,65536,65536,0,0,0,0,0,0,0,0,0,0
1523,0105778,65536,0,8,1078,64450,0,0,0,0,0,0,0
1524,0158898,65536,90,0,6,0,0,0,0,0,65440,0,0
1525,0102761,65536,65536,0,0,0,0,0,0,0,0,0,0
1526,0085003,65536,0,69,65467,0,0,0,0,0,0,0,0
1527,0125156,65536,96,0,536,64447,295,162,0,0,0,0,0
1528,0102762,65536,65536,0,0,0,0,0,0,0,0,0,0
1529,0038856,65536,899,64629,8,0,0,0,0,0,0,0,0
1530,0174075,65536,1043,0,65,0,64300,128,0,0,0,0,0
1531,0085053,65536,0,40,65466,0,30,0,0,0,0,0,0
1532,0000700,65536,0,0,0,0,0,0,0,65536,0,0,0
1533,0102764,65536,65536,0,0,0,0,0,0,0,0,0,0
1534,0078153,65536,0,6,1087,64443,0,0,0,0,0,0,0
1535,0123236,65536,0,0,65466,0,0,70,0,0,0,0,0
1536,0102765,65536,65536,0,0,0,0,0,0,0,0,0,0
1537,0081152,65536,218,64625,145,548,0,0,0,0,0,0,0
1538,0168869,65536,16,0,65466,0,0,0,0,0,54,0,0
1539,0124735,65536,0,137,539,64443,0,417,0,0,0,0,0
1540,0102771,65536,65536,0,0,0,0,0,0,0,0,0,0
1541,0000701,65536,0,0,0,0,0,0,0,65536,0,0,0
1542,0102772,65536,65536,0,0,0,0,0,0,0,0,0,0
1543,0178829,65536,0,0,65466,38,0,0,0,0,32,0,0
1544,0038333,65536,0,141,640,64442,313,0,0,0,0,0,0
1545,0102773,65536,65536,0,0,0,0,0,0,0,0,0,0
1546,0080231,65536,226,64624,686,0,0,0,0,0,0,0,0
1547,0177422,65536,18,53,65465,0,0,0,0,0,0,0,0
1548,0173650,65536,1193,0,50,0,64293,0,0,0,0,0,0
1549,0125254,65536,4,0,98,64439,684,311,0,0,0,0,0
1550,0102774,65536,65536,0,0,0,0,0,0,0,0,0,0
1551,0000702,65536,0,0,0,0,0,0,0,65536,0,0,0
1552,0046410,65536,0,73,65463,0,0,0,0,0,0,0,0
1553,0102777,65536,65536,0,0,0,0,0,0,0,0,0,0
1554,0038050,65536,0,34,961,64438,103,0,0,0,0,0,0
1555,0162104,65536,644,64615,0,0,0,277,0,0,0,0,0
1556,0147057,65536,0,0,0,0,0,0,0,102,0,65434,0
1557,0045287,65536,0,74,65462,0,0,0,0,0,0,0,0
1558,0102778,65536,65536,0,0,0,0,0,0,0,0,0,0
1559,0000710,65536,0,0,0,0,0,0,0,65536,0,0,0
1560,0105743,65536,0,0,978,64438,0,12,0,108,0,0,0
1561,0102779,65536,65536,0,0,0,0,0,0,0,0,0,0
1562,0085054,65536,0,74,65462,0,0,0,0,0,0,0,0
1563,0102780,65536,65536,0,0,0,0,0,0,0,0,0,0
1564,0161933,65536,8,64613,20,0,0,895,0,0,0,0,0
1565,0127760,65536,217,80,766,64437,22,4,0,0,10,0,0
1566,0160787,65536,74,0,65462,0,0,0,0,0,0,0,0
1567,0102784,65536,65536,0,0,0,0,0,0,0,0,0,0
1568,0141147,65536,737,0,0,0,64284,515,0,0,0,0,0
1569,0000711,65536,0,0,0,0,0,0,0,65536,0,0,0
1570,0181114,65536,0,74,65462,0,0,0,0,0,0,0,0
1571,0102785,65536,65536,0,0,0,0,0,0,0,0,0,0
1572,0095550,65536,32,748,112,64433,0,0,0,0,211,0,0
1573,0108773,65536,345,64608,583,0,0,0,0,0,0,0,0
1574,0102786,65536,65536,0,0,0,0,0,0,0,0,0,0
1575,0046055,65536,0,79,65457,0,0,0,0,0,0,0,0
1576,0090606,65536,44,326,144,64432,590,0,0,0,0,0,0
1577,0102787,65536,65536,0,0,0,0,0,0,0,0,0,0
1578,0125930,65536,60,0,65456,20,0,0,0,0,0,0,0
1579,0000712,65536,0,0,0,0,0,0,0,65536,0,0,0
1580,0117880,65536,0,0,0,0,0,65536,0,0,0,0,0
1581,0102789,65536,65536,0,0,0,0,0,0,0,0,0,0
1582,0091024,65536,269,750,90,64427,0,0,0,0,0,0,0
1583,0080255,65536,801,64597,138,0,0,0,0,0,0,0,0
1584,0165898,65536,80,0,65456,0,0,0,0,0,0,0,0
1585,0102791,65536,65536,0,0,0,0,0,0,0,0,0,0
1586,0037145,65536,0,51,1068,64417,0,0,0,0,0,0,0
1587,0045993,65536,0,11,65455,70,0,0,0,0,0,0,0
1588,0102793,65536,65536,0,0,0,0,0,0,0,0,0,0
1589,0000713,65536,0,0,0,0,0,0,0,65536,0,0,0
1590,0173611,65536,1027,0,232,2,64275,0,0,0,0,0,0
1591,0078984,65536,940,64592,0,0,0,4,0,0,0,0,0
1592,0102796,65536,65536,0,0,0,0,0,0,0,0,0,0
1593,0037076,65536,0,30,1008,64415,71,12,0,0,0,0,0
1594,0046183,65536,0,83,65453,0,0,0,0,0,0,0,0
1595,0102797,65536,65536,0,0,0,0,0,0,0,0,0,0
1596,0046323,65536,0,84,65452,0,0,0,0,0,0,0,0
1597,0038625,65536,0,4,1122,64410,0,0,0,0,0,0,0
1598,0000714,65536,0,0,0,0,0,0,0,65536,0,0,0
1599,0102798,65536,65536,0,0,0,0,0,0,0,0,0,0
1600,0108736,65536,830,64583,123,0,0,0,0,0,0,0,0
1601,0161466,65536,8,0,65452,76,0,0,0,0,0,0,0
1602,0102800,65536,65536,0,0,0,0,0,0,0,0,0,0
1603,0038567,65536,0,0,1069,64407,0,60,0,0,0,0,0
1604,0132274,65536,0,0,65450,4,0,0,0,82,0,0,0
1605,0102801,65536,65536,0,0,0,0,0,0,0,0,0,0
1606,0042692,65536,32,506,48,64407,74,469,0,0,0,0,0
1607,0000718,65536,0,0,0,0,0,0,0,65536,0,0,0
1608,0162584,65536,28,64581,44,0,0,883,0,0,0,0,0
1609,0102802,65536,65536,0,0,0,0,0,0,0,0,0,0
1610,0168885,65536,0,0,65450,0,0,0,0,0,86,0,0
1611,0159102,65536,725,0,252,0,64265,294,0,0,0,0,0
1612,0102803,65536,65536,0,0,0,0,0,0,0,0,0,0
1613,0124791,65536,424,6,265,64403,105,333,0,0,0,0,0
1614,0040804,65536,92,0,8,0,0,0,0,0,65436,0,0
1615,0164279,65536,35,0,65449,0,52,0,0,0,0,0,0
1616,0102804,65536,65536,0,0,0,0,0,0,0,0,0,0
1617,0162105,65536,892,64564,8,0,0,72,0,0,0,0,0
1618,0000719,65536,0,0,0,0,0,0,0,65536,0,0,0
1619,0087181,65536,0,667,257,64396,216,0,0,0,0,0,0
1620,0165888,65536,87,0,65449,0,0,0,0,0,0,0,0
1621,0102806,65536,65536,0,0,0,0,0,0,0,0,0,0
1622,0102808,65536,65536,0,0,0,0,0,0,0,0,0,0
1623,0068681,65536,0,89,65447,0,0,0,0,0,0,0,0
1624,0038348,65536,0,13,1112,64395,16,0,0,0,0,0,0
1625,0093823,65536,973,64539,24,0,0,0,0,0,0,0,0
1626,0102816,65536,65536,0,0,0,0,0,0,0,0,0,0
1627,0000720,65536,0,0,0,0,0,0,0,65536,0,0,0
1628,0078738,65536,0,89,65447,0,0,0,0,0,0,0,0
1629,0106182,65536,1141,0,0,64395,0,0,0,0,0,0,0
1630,0102817,65536,65536,0,0,0,0,0,0,0,0,0,0
1631,0141185,65536,130,0,4,42,64253,1107,0,0,0,0,0
1632,0075776,65536,0,12,65446,78,0,0,0,0,0,0,0
1633,0102818,65536,65536,0,0,0,0,0,0,0,0,0,0
1634,0090842,65536,14,0,1128,64394,0,0,0,0,0,0,0
1635,0076142,65536,0,64536,568,432,0,0,0,0,0,0,0
1636,0164238,65536,22,0,65446,0,0,68,0,0,0,0,0
1637,0000721,65536,0,0,0,0,0,0,0,65536,0,0,0
1638,0102820,65536,65536,0,0,0,0,0,0,0,0,0,0
1639,0038323,65536,0,0,1155,64381,0,0,0,0,0,0,0
1640,0102827,65536,65536,0,0,0,0,0,0,0,0,0,0
1641,0046012,65536,0,92,65444,0,0,0,0,0,0,0,0
1642,0081172,65536,526,64534,476,0,0,0,0,0,0,0,0
1643,0102828,65536,65536,0,0,0,0,0,0,0,0,0,0
1644,0091005,65536,0,351,804,64381,0,0,0,0,0,0,0
1645,0131852,65536,0,0,65444,48,44,0,0,0,0,0,0
1646,0000729,65536,0,0,0,0,0,0,0,65536,0,0,0
1647,0117896,65536,0,0,0,0,0,65536,0,0,0,0,0
1648,0102829,65536,65536,0,0,0,0,0,0,0,0,0,0
1649,0108802,65536,0,28,1129,64379,0,0,0,0,0,0,0
1650,0160768,65536,92,0,65444,0,0,0,0,0,0,0,0
1651,0141293,65536,1144,0,62,4,64246,80,0,0,0,0,0
1652,0102834,65536,65536,0,0,0,0,0,0,0,0,0,0
1653,0110958,65536,999,64529,8,0,0,0,0,0,0,0,0
1654,0054703,65536,86,0,65440,0,0,0,0,0,10,0,0
1655,0102835,65536,65536,0,0,0,0,0,0,0,0,0,0
1656,0081684,65536,856,168,138,64374,0,0,0,0,0,0,0
1657,0000730,65536,0,0,0,0,0,0,0,65536,0,0,0
1658,0102836,65536,65536,0,0,0,0,0,0,0,0,0,0
1659,0126451,65536,24,0,65440,72,0,0,0,0,0,0,0
1660,0124677,65536,0,4,740,64374,20,398,0,0,0,0,0
1661,0094503,65536,1008,64528,0,0,0,0,0,0,0,0,0
1662,0102837,65536,65536,0,0,0,0,0,0,0,0,0,0
1663,0136609,65536,96,0,65440,0,0,0,0,0,0,0,0
1664,0102838,65536,65536,0,0,0,0,0,0,0,0,0,0
1665,0038563,65536,0,203,575,64369,389,0,0,0,0,0,0
1666,0000731,65536,0,0,0,0,0,0,0,65536,0,0,0
1667,0045538,65536,0,99,65437,0,0,0,0,0,0,0,0
1668,0102842,65536,65536,0,0,0,0,0,0,0,0,0,0
1669,0162549,65536,0,64524,0,0,0,1012,0,0,0,0,0
1670,0077293,65536,1158,10,0,64368,0,0,0,0,0,0,0
1671,0054022,65536,947,0,130,216,64243,0,0,0,0,0,0
1672,0102845,65536,65536,0,0,0,0,0,0,0,0,0,0
1673,0121101,65536,35,6,65436,0,0,59,0,0,0,0,0
1674,0000732,65536,0,0,0,0,0,0,0,65536,0,0,0
1675,0102848,65536,65536,0,0,0,0,0,0,0,0,0,0
1676,0105532,65536,0,933,158,64364,81,0,0,0,0,0,0
1677,0046245,65536,0,78,65434,24,0,0,0,0,0,0,0
1678,0078947,65536,864,64522,150,0,0,0,0,0,0,0,0
1679,0102849,65536,65536,0,0,0,0,0,0,0,0,0,0
1680,0046343,65536,0,102,65434,0,0,0,0,0,0,0,0
1681,0037205,65536,0,84,1076,64354,22,0,0,0,0,0,0
1682,0102853,65536,65536,0,0,0,0,0,0,0,0,0,0
1683,0000738,65536,0,0,0,0,0,0,0,65536,0,0,0
1684,0084907,65536,94,8,65434,0,0,0,0,0,0,0,0
1685,0102854,65536,65536,0,0,0,0,0,0,0,0,0,0
1686,0093721,65536,0,0,943,64352,0,241,0,0,0,0,0
1687,0161899,65536,934,64520,74,0,0,8,0,0,0,0,0
1688,0102856,65536,65536,0,0,0,0,0,0,0,0,0,0
1689,0046276,65536,0,104,65432,0,0,0,0,0,0,0,0
1690,0157046,65536,789,12,324,0,64235,176,0,0,0,0,0
1691,0095509,65536,14,781,387,64338,16,0,0,0,0,0,0
1692,0102863,65536,65536,0,0,0,0,0,0,0,0,0,0
1693,0047286,65536,104,0,65432,0,0,0,0,0,0,0,0
1694,0000739,65536,0,0,0,0,0,0,0,65536,0,0,0
1695,0102876,65536,65536,0,0,0,0,0,0,0,0,0,0
1696,0081202,65536,1033,64503,0,0,0,0,0,0,0,0,0
1697,0125296,65536,12,4,80,64338,1027,75,0,0,0,0,0
1698,0075508,65536,0,104,65432,0,0,0,0,0,0,0,0
1699,0102884,65536,65536,0,0,0,0,0,0,0,0,0,0
1700,0090883,65536,136,403,459,64332,206,0,0,0,0,0,0
1701,0107971,65536,0,0,162,0,0,0,0,0,65374,0,0
1702,0168926,65536,0,0,65431,0,0,105,0,0,0,0,0
1703,0102891,65536,65536,0,0,0,0,0,0,0,0,0,0
1704,0000740,65536,0,0,0,0,0,0,0,65536,0,0,0
1705,0093880,65536,919,64500,117,0,0,0,0,0,0,0,0
1706,0102895,65536,65536,0,0,0,0,0,0,0,0,0,0
1707,0036902,65536,260,654,280,64321,21,0,0,0,0,0,0
1708,0046339,65536,0,106,65430,0,0,0,0,0,0,0,0
1709,0102903,65536,65536,0,0,0,0,0,0,0,0,0,0
1710,0173899,65536,1202,0,104,0,64230,0,0,0,0,0,0
1711,0046304,65536,0,108,65428,0,0,0,0,0,0,0,0
1712,0038368,65536,0,0,1191,64319,26,0,0,0,0,0,0
1713,0117897,65536,0,0,0,0,0,65536,0,0,0,0,0
1714,0000741,65536,0,0,0,0,0,0,0,65536,0,0,0
1715,0102908,65536,65536,0,0,0,0,0,0,0,0,0,0
1716,0081127,65536,1020,64488,28,0,0,0,0,0,0,0,0
1717,0046528,65536,0,88,65428,20,0,0,0,0,0,0,0
1718,0102926,65536,65536,0,0,0,0,0,0,0,0,0,0
1719,0093610,65536,441,384,272,64313,114,12,0,0,0,0,0
1720,0105870,65536,65536,0,0,0,0,0,0,0,0,0,0
1721,0083509,65536,0,100,65428,8,0,0,0,0,0,0,0
1722,0081134,65536,1038,64486,12,0,0,0,0,0,0,0,0
1723,0038579,65536,0,0,1218,64310,0,8,0,0,0,0,0
1724,0000747,65536,0,0,0,0,0,0,0,65536,0,0,0
1725,0105874,65536,65536,0,0,0,0,0,0,0,0,0,0
1726,0131899,65536,0,0,65428,24,84,0,0,0,0,0,0
1727,0105925,65536,65536,0,0,0,0,0,0,0,0,0,0
1728,0038336,65536,0,0,1136,64306,94,0,0,0,0,0,0
1729,0169000,65536,108,0,65428,0,0,0,0,0,0,0,0
1730,0105930,65536,65536,0,0,0,0,0,0,0,0,0,0
1731,0174116,65536,1213,0,24,0,64229,70,0,0,0,0,0
1732,0080987,65536,184,64484,868,0,0,0,0,0,0,0,0
1733,0000748,65536,0,0,0,0,0,0,0,65536,0,0,0
1734,0039094,65536,0,12,1207,64293,0,24,0,0,0,0,0
1735,0046585,65536,0,89,65427,0,20,0,0,0,0,0,0
1736,0106001,65536,65536,0,0,0,0,0,0,0,0,0,0
1737,0106005,65536,65536,0,0,0,0,0,0,0,0,0,0
1738,0089710,65536,0,0,1256,64280,0,0,0,0,0,0,0
1739,0078241,65536,0,0,65427,0,0,109,0,0,0,0,0
1740,0080211,65536,286,64479,771,0,0,0,0,0,0,0,0
1741,0106020,65536,65536,0,0,0,0,0,0,0,0,0,0
1742,0000749,65536,0,0,0,0,0,0,0,65536,0,0,0
1743,0046273,65536,4,106,65426,0,0,0,0,0,0,0,0
1744,0060130,65536,0,41,902,64266,315,12,0,0,0,0,0
1745,0106021,65536,65536,0,0,0,0,0,0,0,0,0,0
1746,0046530,65536,0,112,65424,0,0,0,0,0,0,0,0
1747,0106039,65536,65536,0,0,0,0,0,0,0,0,0,0
1748,0142359,65536,0,0,0,0,0,0,0,202,4,65330,0
1749,0080994,65536,1077,64459,0,0,0,0,0,0,0,0,0
1750,0105527,65536,0,20,978,64266,262,10,0,0,0,0,0
1751,0159192,65536,1014,16,80,0,64225,201,0,0,0,0,0
1752,0000750,65536,0,0,0,0,0,0,0,65536,0,0,0
1753,0111089,65536,0,0,65424,112,0,0,0,0,0,0,0
1754,0106058,65536,65536,0,0,0,0,0,0,0,0,0,0
1755,0060003,65536,0,437,822,64264,13,0,0,0,0,0,0
1756,0106077,65536,65536,0,0,0,0,0,0,0,0,0,0
1757,0126152,65536,0,0,65424,112,0,0,0,0,0,0,0
1758,0076219,65536,980,64456,88,0,0,12,0,0,0,0,0
1759,0106096,65536,65536,0,0,0,0,0,0,0,0,0,0
1760,0038501,65536,0,0,1273,64263,0,0,0,0,0,0,0
1761,0161447,65536,72,6,65424,30,0,4,0,0,0,0,0
1762,0000751,65536,0,0,0,0,0,0,0,65536,0,0,0
1763,0106097,65536,65536,0,0,0,0,0,0,0,0,0,0
1764,0038529,65536,0,26,1040,64252,84,134,0,0,0,0,0
1765,0068679,65536,0,113,65423,0,0,0,0,0,0,0,0
1766,0109630,65536,65536,0,0,0,0,0,0,0,0,0,0
1767,0080301,65536,723,64451,362,0,0,0,0,0,0,0,0
1768,0109649,65536,65536,0,0,0,0,0,0,0,0,0,0
1769,0166275,65536,75,0,65423,0,38,0,0,0,0,0,0
1770,0038280,65536,0,0,1298,64238,0,0,0,0,0,0,0
1771,0000757,65536,0,0,0,0,0,0,0,65536,0,0,0
1772,0159214,65536,1147,0,162,0,64219,8,0,0,0,0,0
1773,0109650,65536,65536,0,0,0,0,0,0,0,0,0,0
1774,0046203,65536,0,0,65422,114,0,0,0,0,0,0,0
1775,0089657,65536,24,521,736,64237,18,0,0,0,0,0,0
1776,0081104,65536,1089,64447,0,0,0,0,0,0,0,0,0
1777,0109668,65536,65536,0,0,0,0,0,0,0,0,0,0
1778,0117898,65536,0,0,0,0,0,65536,0,0,0,0,0
1779,0046264,65536,0,114,65422,0,0,0,0,0,0,0,0
1780,0109669,65536,65536,0,0,0,0,0,0,0,0,0,0
1781,0105614,65536,26,299,901,64228,82,0,0,0,0,0,0
1782,0000758,65536,0,0,0,0,0,0,0,65536,0,0,0
1783,0046396,65536,0,114,65422,0,0,0,0,0,0,0,0
1784,0109687,65536,65536,0,0,0,0,0,0,0,0,0,0
1785,0093894,65536,4,64446,38,1048,0,0,0,0,0,0,0
1786,0105943,65536,1107,0,201,64228,0,0,0,0,0,0,0
1787,0109688,65536,65536,0,0,0,0,0,0,0,0,0,0
1788,0046429,65536,0,110,65422,4,0,0,0,0,0,0,0
1789,0000759,65536,0,0,0,0,0,0,0,65536,0,0,0
1790,0109706,65536,65536,0,0,0,0,0,0,0,0,0,0
1791,0141667,65536,0,0,0,0,0,0,0,204,65332,0,0
1792,0125198,65536,280,0,644,64228,0,316,0,0,68,0,0
1793,0153727,65536,96,0,375,788,64209,68,0,0,0,0,0
1794,0122588,65536,52,0,65422,62,0,0,0,0,0,0,0
1795,0079542,65536,202,64440,894,0,0,0,0,0,0,0,0
1796,0110068,65536,65536,0,0,0,0,0,0,0,0,0,0
1797,0106054,65536,1230,0,84,64222,0,0,0,0,0,0,0
1798,0125024,65536,0,0,65422,90,0,24,0,0,0,0,0
1799,0110069,65536,65536,0,0,0,0,0,0,0,0,0,0
1800,0000767,65536,0,0,0,0,0,0,0,65536,0,0,0
1801,0110070,65536,65536,0,0,0,0,0,0,0,0,0,0
1802,0132273,65536,4,0,65422,0,0,0,0,110,0,0,0
1803,0038400,65536,42,4,1204,64218,68,0,0,0,0,0,0
1804,0080251,65536,479,64439,618,0,0,0,0,0,0,0,0
1805,0112118,65536,65536,0,0,0,0,0,0,0,0,0,0
1806,0046186,65536,0,68,65420,48,0,0,0,0,0,0,0
1807,0090940,65536,0,334,991,64211,0,0,0,0,0,0,0
1808,0113914,65536,65536,0,0,0,0,0,0,0,0,0,0
1809,0000768,65536,0,0,0,0,0,0,0,65536,0,0,0
1810,0046297,65536,0,116,65420,0,0,0,0,0,0,0,0
1811,0081151,65536,810,64415,311,0,0,0,0,0,0,0,0
1812,0113933,65536,65536,0,0,0,0,0,0,0,0,0,0
1813,0173631,65536,1274,0,32,0,64206,0,0,24,0,0,0
1814,0042777,65536,0,0,1292,64208,32,4,0,0,0,0,0
1815,0084959,65536,0,116,65420,0,0,0,0,0,0,0,0
1816,0113952,65536,65536,0,0,0,0,0,0,0,0,0,0
1817,0093623,65536,48,1219,61,64208,0,0,0,0,0,0,0
1818,0113988,65536,65536,0,0,0,0,0,0,0,0,0,0
1819,0080352,65536,0,113,65419,0,0,4,0,0,0,0,0
1820,0000769,65536,0,0,0,0,0,0,0,65536,0,0,0
