rank,sample_id,total_pixels,class_0,class_1,class_2,class_3
775,0000692,65536,0,0,0,65536
776,0005531,65536,64671,0,865,0
777,0004143,65536,0,0,65536,0
778,0001898,65536,64667,869,0,0
779,0002551,65536,103,65433,0,0
780,0000693,65536,0,0,0,65536
781,0003020,65536,64667,869,0,0
782,0007353,65536,64666,0,0,870
783,0004144,65536,0,0,65536,0
784,0000694,65536,0,0,0,65536
785,0002516,65536,107,65429,0,0
786,0004710,65536,64661,0,0,875
787,0005734,65536,64661,0,0,875
788,0004145,65536,0,0,65536,0
789,0000695,65536,0,0,0,65536
790,0003300,65536,119,65417,0,0
791,0004814,65536,64660,0,0,876
792,0000779,65536,64655,0,0,881
793,0004147,65536,0,0,65536,0
794,0004538,65536,64647,0,0,889
795,0000696,65536,0,0,0,65536
796,0001702,65536,120,65416,0,0
797,0003262,65536,64646,890,0,0
798,0003225,65536,64644,892,0,0
799,0000697,65536,0,0,0,65536
800,0004148,65536,0,0,65536,0
801,0001650,65536,121,65415,0,0
802,0000849,65536,64641,0,0,895
803,0003450,65536,64637,899,0,0
804,0000698,65536,0,0,0,65536
805,0004150,65536,0,0,65536,0
806,0006727,65536,64636,900,0,0
807,0002528,65536,121,65415,0,0
808,0007230,65536,64634,0,0,902
809,0000699,65536,0,0,0,65536
810,0007640,65536,64632,0,904,0
811,0004154,65536,0,0,65536,0
812,0003559,65536,126,65410,0,0
813,0002605,65536,64627,909,0,0
814,0000700,65536,0,0,0,65536
815,0005231,65536,64620,0,0,916
816,0004155,65536,0,0,65536,0
817,0003754,65536,138,65398,0,0
818,0002545,65536,64613,923,0,0
819,0004465,65536,64610,0,0,926
820,0000701,65536,0,0,0,65536
821,0002009,65536,64609,927,0,0
822,0004163,65536,0,0,65536,0
823,0001834,65536,142,65394,0,0
824,0007349,65536,64608,0,0,928
825,0000702,65536,0,0,0,65536
826,0002542,65536,64606,930,0,0
827,0004164,65536,0,0,65536,0
828,0003334,65536,148,65388,0,0
829,0007332,65536,64603,0,0,933
830,0000703,65536,0,0,0,65536
831,0006821,65536,64601,0,935,0
832,0004165,65536,0,0,65536,0
833,0003857,65536,64600,936,0,0
834,0003556,65536,151,65385,0,0
835,0000704,65536,0,0,0,65536
836,0004709,65536,64593,0,0,943
837,0003546,65536,64589,947,0,0
838,0004166,65536,0,0,65536,0
839,0001635,65536,152,65384,0,0
840,0000775,65536,64586,0,950,0
841,0000705,65536,0,0,0,65536
842,0006760,65536,64586,950,0,0
843,0004167,65536,0,0,65536,0
844,0003329,65536,162,65374,0,0
845,0004743,65536,64584,0,952,0
846,0000706,65536,0,0,0,65536
847,0002641,65536,64582,954,0,0
848,0002624,65536,64581,955,0,0
849,0004168,65536,0,0,65536,0
850,0001772,65536,173,65363,0,0
851,0000707,65536,0,0,0,65536
852,0005095,65536,64559,0,0,977
853,0006693,65536,64556,0,980,0
854,0004173,65536,0,0,65536,0
855,0001674,65536,180,65356,0,0
856,0000708,65536,0,0,0,65536
857,0007520,65536,64554,0,982,0
858,0003620,65536,64549,987,0,0
859,0006758,65536,182,65354,0,0
860,0004174,65536,0,0,65536,0
861,0000709,65536,0,0,0,65536
862,0007234,65536,64542,0,994,0
863,0004660,65536,64534,0,1002,0
864,0001589,65536,64529,1007,0,0
865,0000710,65536,0,0,0,65536
866,0002325,65536,192,65344,0,0
867,0004175,65536,0,0,65536,0
868,0003106,65536,64525,1011,0,0
869,0005152,65536,64524,0,0,1012
870,0000711,65536,0,0,0,65536
871,0001656,65536,195,65341,0,0
872,0004176,65536,0,0,65536,0
873,0005684,65536,64524,0,0,1012
874,0005000,65536,64515,0,0,1021
875,0000712,65536,0,0,0,65536
876,0006461,65536,64509,0,1027,0
877,0001624,65536,198,65338,0,0
878,0004177,65536,0,0,65536,0
879,0000932,65536,64508,0,0,1028
880,0000713,65536,0,0,0,65536
881,0006869,65536,64505,0,1031,0
882,0003411,65536,200,65336,0,0
883,0004178,65536,0,0,65536,0
884,0007428,65536,64501,0,1035,0
885,0007603,65536,64499,0,1037,0
886,0000714,65536,0,0,0,65536
887,0005393,65536,200,65336,0,0
888,0000826,65536,64492,0,0,1044
889,0004179,65536,0,0,65536,0
890,0003735,65536,64489,1047,0,0
891,0000715,65536,0,0,0,65536
892,0007665,65536,64487,0,1049,0
893,0001938,65536,201,65335,0,0
894,0004180,65536,0,0,65536,0
895,0000203,65536,64485,0,1051,0
896,0000716,65536,0,0,0,65536
897,0003118,65536,64482,1054,0,0
898,0001608,65536,203,65333,0,0
899,0002022,65536,64481,1055,0,0
900,0004191,65536,0,0,65536,0
901,0000717,65536,0,0,0,65536
902,0006672,65536,64478,0,1058,0
903,0001890,65536,221,65315,0,0
904,0000470,65536,64477,0,1059,0
905,0004574,65536,0,0,65536,0
906,0000718,65536,0,0,0,65536
907,0005487,65536,64472,0,1064,0
908,0007480,65536,64466,0,1070,0
909,0001682,65536,228,65308,0,0
910,0007461,65536,64464,0,1072,0
911,0004581,65536,0,0,65536,0
912,0000719,65536,0,0,0,65536
913,0003114,65536,64463,1073,0,0
914,0003287,65536,228,65308,0,0
915,0004230,65536,64463,0,1073,0
916,0000720,65536,0,0,0,65536
917,0004582,65536,0,0,65536,0
918,0005716,65536,64458,0,1078,0
919,0001740,65536,234,65302,0,0
920,0007407,65536,64456,0,1080,0
921,0000721,65536,0,0,0,65536
922,0004611,65536,0,0,65536,0
923,0004588,65536,64454,0,1082,0
924,0005195,65536,64450,0,1086,0
925,0001736,65536,246,65290,0,0
926,0000722,65536,0,0,0,65536
927,0004953,65536,64443,0,1093,0
928,0004621,65536,0,0,65536,0
929,0001037,65536,64441,0,0,1095
930,0002943,65536,246,65290,0,0
931,0005078,65536,64437,0,0,1099
932,0000723,65536,0,0,0,65536
933,0004648,65536,0,0,65536,0
934,0007134,65536,64436,0,1100,0
935,0001760,65536,64434,1102,0,0
936,0005325,65536,250,65286,0,0
937,0000724,65536,0,0,0,65536
938,0007604,65536,64432,0,1104,0
939,0004672,65536,0,0,65536,0
940,0001806,65536,64429,1107,0,0
941,0001703,65536,253,65283,0,0
942,0000725,65536,0,0,0,65536
943,0002431,65536,64429,1107,0,0
944,0004779,65536,0,0,65536,0
945,0002642,65536,64429,1107,0,0
946,0000726,65536,0,0,0,65536
947,0003134,65536,255,65281,0,0
948,0004786,65536,64429,0,0,1107
949,0004942,65536,64428,0,1108,0
950,0004780,65536,0,0,65536,0
951,0000727,65536,0,0,0,65536
952,0004529,65536,64425,0,0,1111
953,0002333,65536,263,65273,0,0
954,0007568,65536,64425,0,1111,0
955,0004781,65536,0,0,65536,0
956,0000466,65536,64400,0,1136,0
957,0000728,65536,0,0,0,65536
958,0001790,65536,267,65269,0,0
959,0003163,65536,64392,1144,0,0
960,0007171,65536,64384,0,1152,0
961,0004790,65536,0,0,65536,0
962,0000729,65536,0,0,0,65536
963,0001606,65536,269,65267,0,0
964,0004767,65536,64382,0,1154,0
965,0002206,65536,64377,1159,0,0
966,0000730,65536,0,0,0,65536
967,0004791,65536,0,0,65536,0
968,0002300,65536,64371,1165,0,0
969,0005355,65536,279,65257,0,0
970,0005061,65536,64369,0,0,1167
971,0000731,65536,0,0,0,65536
972,0005466,65536,64369,0,0,1167
973,0004792,65536,0,0,65536,0
974,0002594,65536,285,65251,0,0
975,0006558,65536,64364,0,1172,0
976,0007577,65536,64362,0,1174,0
977,0000732,65536,0,0,0,65536
978,0004803,65536,0,0,65536,0
979,0004364,65536,64351,0,0,1185
980,0005388,65536,300,65236,0,0
981,0000368,65536,64350,0,1186,0
982,0000733,65536,0,0,0,65536
983,0004804,65536,0,0,65536,0
984,0001254,65536,64350,0,0,1186
985,0002909,65536,306,65230,0,0
986,0005318,65536,64340,0,0,1196
987,0000734,65536,0,0,0,65536
988,0007668,65536,64334,0,0,1202
989,0004812,65536,0,0,65536,0
990,0001644,65536,311,65225,0,0
991,0006577,65536,64332,0,1204,0
992,0000735,65536,0,0,0,65536
993,0000566,65536,64324,0,1212,0
994,0004831,65536,0,0,65536,0
995,0002954,65536,64321,1215,0,0
996,0003595,65536,312,65224,0,0
997,0004031,65536,64315,0,1221,0
998,0000736,65536,0,0,0,65536
999,0004232,65536,64315,0,1221,0
1000,0004832,65536,0,0,65536,0
