sample_id,total_pixels,class_0,class_1,class_2,class_3
0002061,65536,6209,59327,0,0
0002062,65536,30000,35536,0,0
0002063,65536,29550,35986,0,0
0002064,65536,20206,45330,0,0
0002065,65536,22299,43237,0,0
0002066,65536,1173,64363,0,0
0002067,65536,11797,53739,0,0
0002068,65536,11276,54260,0,0
0002069,65536,8070,57466,0,0
0002070,65536,7484,58052,0,0
0002071,65536,64946,590,0,0
0002072,65536,63778,1758,0,0
0002073,65536,7948,57588,0,0
0002074,65536,6112,59424,0,0
0002075,65536,13338,52198,0,0
0002076,65536,16163,49373,0,0
0002077,65536,2672,62864,0,0
0002078,65536,63463,2073,0,0
0002079,65536,4778,60758,0,0
0002080,65536,7766,57770,0,0
0002081,65536,6276,59260,0,0
0002082,65536,938,64598,0,0
0002083,65536,7633,57903,0,0
0002084,65536,21188,44348,0,0
0002085,65536,45496,20040,0,0
0002086,65536,26212,39324,0,0
0002087,65536,34230,31306,0,0
0002088,65536,10270,55266,0,0
0002089,65536,17431,48105,0,0
0002090,65536,24722,40814,0,0
0002091,65536,1915,63621,0,0
0002092,65536,17022,48514,0,0
0002093,65536,32913,32623,0,0
0002094,65536,27552,37984,0,0
0002095,65536,8966,56570,0,0
0002096,65536,11019,54517,0,0
0002097,65536,7804,57732,0,0
0002098,65536,4399,61137,0,0
0002099,65536,9859,55677,0,0
0002100,65536,13047,52489,0,0
0002101,65536,18712,46824,0,0
0002102,65536,31780,33756,0,0
0002103,65536,24381,41155,0,0
0002104,65536,3951,61585,0,0
0002105,65536,42394,23142,0,0
0002106,65536,44479,21057,0,0
0002107,65536,56861,8675,0,0
0002108,65536,18838,46698,0,0
0002109,65536,29129,36407,0,0
0002110,65536,11018,54518,0,0
0002111,65536,5039,60497,0,0
0002112,65536,4057,61479,0,0
0002113,65536,17455,48081,0,0
0002114,65536,17805,47731,0,0
0002115,65536,20284,45252,0,0
0002116,65536,34735,30801,0,0
0002117,65536,23383,42153,0,0
0002118,65536,43738,21798,0,0
0002119,65536,26202,39334,0,0
0002120,65536,53757,11779,0,0
0002121,65536,26226,39310,0,0
0002122,65536,30104,35432,0,0
0002123,65536,14902,50634,0,0
0002124,65536,45438,20098,0,0
0002125,65536,15768,49768,0,0
0002126,65536,17811,47725,0,0
0002127,65536,21998,43538,0,0
0002128,65536,39750,25786,0,0
0002129,65536,38507,27029,0,0
0002130,65536,4135,61401,0,0
0002131,65536,16798,48738,0,0
0002132,65536,12685,52851,0,0
0002133,65536,28702,36834,0,0
0002134,65536,22205,43331,0,0
0002135,65536,17954,47582,0,0
0002136,65536,9681,55855,0,0
0002137,65536,21314,44222,0,0
0002138,65536,10359,55177,0,0
0002139,65536,42554,22982,0,0
0002140,65536,53289,12247,0,0
0002141,65536,51524,14012,0,0
0002142,65536,63760,1776,0,0
0002143,65536,44736,20800,0,0
0002144,65536,10227,55309,0,0
0002145,65536,29949,35587,0,0
0002146,65536,3133,62403,0,0
0002147,65536,12520,53016,0,0
0002148,65536,23899,41637,0,0
0002149,65536,28619,36917,0,0
0002150,65536,21264,44272,0,0
0002151,65536,44720,20816,0,0
0002152,65536,61755,3781,0,0
0002153,65536,61992,3544,0,0
0002154,65536,46880,18656,0,0
0002155,65536,36299,29237,0,0
0002156,65536,34121,31415,0,0
0002157,65536,14698,50838,0,0
0002158,65536,19229,46307,0,0
0002159,65536,11719,53817,0,0
0002160,65536,49974,15562,0,0
0002161,65536,61138,4398,0,0
0002162,65536,29806,35730,0,0
0002163,65536,11745,53791,0,0
0002164,65536,28399,37137,0,0
0002165,65536,27068,38468,0,0
0002166,65536,22807,42729,0,0
0002167,65536,31217,34319,0,0
0002168,65536,46981,18555,0,0
0002169,65536,56866,8670,0,0
0002170,65536,47521,18015,0,0
0002171,65536,30507,35029,0,0
0002172,65536,19842,45694,0,0
0002173,65536,24646,40890,0,0
0002174,65536,9348,56188,0,0
0002175,65536,3356,62180,0,0
0002176,65536,5065,60471,0,0
0002177,65536,27943,37593,0,0
0002178,65536,44736,20800,0,0
0002179,65536,23841,41695,0,0
0002180,65536,46948,18588,0,0
0002181,65536,59482,6054,0,0
0002182,65536,29917,35619,0,0
0002183,65536,14339,51197,0,0
0002184,65536,33319,32217,0,0
0002185,65536,39643,25893,0,0
0002186,65536,2996,62540,0,0
0002187,65536,6651,58885,0,0
0002188,65536,33811,31725,0,0
0002189,65536,23097,42439,0,0
0002190,65536,48960,16576,0,0
0002191,65536,19350,46186,0,0
0002192,65536,29226,36310,0,0
0002193,65536,63172,2364,0,0
0002194,65536,58062,7474,0,0
0002195,65536,24248,41288,0,0
0002196,65536,32979,32557,0,0
0002197,65536,24319,41217,0,0
0002198,65536,3656,61880,0,0
0002199,65536,13179,52357,0,0
0002200,65536,23997,41539,0,0
0002201,65536,19643,45893,0,0
0002202,65536,25646,39890,0,0
0002203,65536,10254,55282,0,0
0002204,65536,7979,57557,0,0
0002205,65536,14538,50998,0,0
0002206,65536,64377,1159,0,0
0002207,65536,52782,12754,0,0
0002208,65536,26093,39443,0,0
0002209,65536,16404,49132,0,0
0002210,65536,41006,24530,0,0
0002211,65536,39121,26415,0,0
0002212,65536,10609,54927,0,0
0002213,65536,26138,39398,0,0
0002214,65536,19041,46495,0,0
0002215,65536,32919,32617,0,0
0002216,65536,24591,40945,0,0
0002217,65536,11926,53610,0,0
0002218,65536,44439,21097,0,0
0002219,65536,55600,9936,0,0
0002220,65536,39464,26072,0,0
0002221,65536,21193,44343,0,0
0002222,65536,19534,46002,0,0
0002223,65536,14650,50886,0,0
0002224,65536,7429,58107,0,0
0002225,65536,29515,36021,0,0
0002226,65536,36971,28565,0,0
0002227,65536,52804,12732,0,0
0002228,65536,59431,6105,0,0
0002229,65536,57936,7600,0,0
0002230,65536,65532,4,0,0
0002231,65536,41764,23772,0,0
0002232,65536,63517,2019,0,0
0002233,65536,48293,17243,0,0
0002234,65536,19461,46075,0,0
0002235,65536,21893,43643,0,0
0002236,65536,4913,60623,0,0
0002237,65536,34230,31306,0,0
0002238,65536,16023,49513,0,0
0002239,65536,61227,4309,0,0
0002240,65536,63283,2253,0,0
0002241,65536,2261,63275,0,0
0002242,65536,4587,60949,0,0
0002243,65536,3123,62413,0,0
0002244,65536,7154,58382,0,0
0002245,65536,32351,33185,0,0
0002246,65536,33594,31942,0,0
0002247,65536,65104,432,0,0
0002248,65536,62285,3251,0,0
0002249,65536,56481,9055,0,0
0002250,65536,13800,51736,0,0
0002251,65536,55542,9994,0,0
0002252,65536,51421,14115,0,0
0002253,65536,20297,45239,0,0
0002254,65536,19005,46531,0,0
0002255,65536,65534,2,0,0
0002256,65536,59494,6042,0,0
0002257,65536,19654,45882,0,0
0002258,65536,7989,57547,0,0
0002259,65536,13166,52370,0,0
0002260,65536,63559,1977,0,0
0002261,65536,33399,32137,0,0
0002262,65536,26060,39476,0,0
0002263,65536,4198,61338,0,0
0002264,65536,10907,54629,0,0
0002265,65536,2332,63204,0,0
0002266,65536,38679,26857,0,0
0002267,65536,9686,55850,0,0
0002268,65536,7873,57663,0,0
0002269,65536,2503,63033,0,0
0002270,65536,20760,44776,0,0
0002271,65536,57439,8097,0,0
0002272,65536,50579,14957,0,0
0002273,65536,19901,45635,0,0
0002274,65536,15185,50351,0,0
0002275,65536,6009,59527,0,0
0002276,65536,63936,1600,0,0
0002277,65536,57819,7717,0,0
0002278,65536,46220,19316,0,0
0002279,65536,36736,28800,0,0
0002280,65536,37944,27592,0,0
0002281,65536,61956,3580,0,0
0002282,65536,40481,25055,0,0
0002283,65536,62698,2838,0,0
0002284,65536,42750,22786,0,0
0002285,65536,42726,22810,0,0
0002286,65536,58428,7108,0,0
0002287,65536,36792,28744,0,0
0002288,65536,37403,28133,0,0
0002289,65536,55339,10197,0,0
0002290,65536,42231,23305,0,0
0002291,65536,21834,43702,0,0
0002292,65536,60216,5320,0,0
0002293,65536,51195,14341,0,0
0002294,65536,9717,55819,0,0
0002295,65536,33506,32030,0,0
0002296,65536,14552,50984,0,0
0002297,65536,5974,59562,0,0
0002298,65536,55325,10211,0,0
0002299,65536,45602,19934,0,0
0002300,65536,64371,1165,0,0
0002301,65536,39339,26197,0,0
0002302,65536,10331,55205,0,0
0002303,65536,9222,56314,0,0
0002304,65536,9576,55960,0,0
0002305,65536,14751,50785,0,0
0002306,65536,15780,49756,0,0
0002307,65536,3,65533,0,0
0002308,65536,48013,17523,0,0
0002309,65536,38088,27448,0,0
0002310,65536,6076,59460,0,0
0002311,65536,5049,60487,0,0
0002312,65536,0,65536,0,0
0002313,65536,37756,27780,0,0
0002314,65536,65460,76,0,0
0002315,65536,23859,41677,0,0
0002316,65536,15838,49698,0,0
0002317,65536,23808,41728,0,0
0002318,65536,0,65536,0,0
0002319,65536,19696,45840,0,0
0002320,65536,53339,12197,0,0
0002321,65536,42117,23419,0,0
0002322,65536,12706,52830,0,0
0002323,65536,1373,64163,0,0
0002324,65536,2732,62804,0,0
0002325,65536,192,65344,0,0
0002326,65536,45,65491,0,0
0002327,65536,2,65534,0,0
0002328,65536,3898,61638,0,0
0002329,65536,4377,61159,0,0
0002330,65536,15641,49895,0,0
0002331,65536,47100,18436,0,0
0002332,65536,32012,33524,0,0
0002333,65536,263,65273,0,0
0002334,65536,3167,62369,0,0
0002335,65536,2921,62615,0,0
0002336,65536,5188,60348,0,0
0002337,65536,7296,58240,0,0
0002338,65536,2816,62720,0,0
0002339,65536,46567,18969,0,0
0002340,65536,55261,10275,0,0
0002341,65536,21099,44437,0,0
0002342,65536,30416,35120,0,0
0002343,65536,11071,54465,0,0
0002344,65536,432,65104,0,0
0002345,65536,6880,58656,0,0
0002346,65536,15359,50177,0,0
0002347,65536,11519,54017,0,0
0002348,65536,28102,37434,0,0
0002349,65536,32972,32564,0,0
0002350,65536,58555,6981,0,0
0002351,65536,45059,20477,0,0
0002352,65536,5314,60222,0,0
0002353,65536,2084,63452,0,0
0002354,65536,985,64551,0,0
0002355,65536,38596,26940,0,0
0002356,65536,58434,7102,0,0
0002357,65536,62575,2961,0,0
0002358,65536,57410,8126,0,0
0002359,65536,64686,850,0,0
0002360,65536,14010,51526,0,0
0002361,65536,32997,32539,0,0
0002362,65536,21962,43574,0,0
0002363,65536,15748,49788,0,0
0002364,65536,25767,39769,0,0
0002365,65536,17716,47820,0,0
0002366,65536,38661,26875,0,0
0002367,65536,30824,34712,0,0
0002368,65536,63792,1744,0,0
0002369,65536,40609,24927,0,0
0002370,65536,47344,18192,0,0
0002371,65536,28847,36689,0,0
0002372,65536,29593,35943,0,0
0002373,65536,64124,1412,0,0
0002374,65536,53672,11864,0,0
0002375,65536,60223,5313,0,0
0002376,65536,63228,2308,0,0
0002377,65536,62723,2813,0,0
0002378,65536,62687,2849,0,0
0002379,65536,21238,44298,0,0
0002380,65536,63464,2072,0,0
0002381,65536,61507,4029,0,0
0002382,65536,45163,20373,0,0
0002383,65536,37044,28492,0,0
0002384,65536,19719,45817,0,0
0002385,65536,8872,56664,0,0
0002386,65536,24917,40619,0,0
0002387,65536,29929,35607,0,0
0002388,65536,23224,42312,0,0
0002389,65536,62047,3489,0,0
0002390,65536,44547,20989,0,0
0002391,65536,38104,27432,0,0
0002392,65536,17150,48386,0,0
0002393,65536,7613,57923,0,0
0002394,65536,38139,27397,0,0
0002395,65536,4211,61325,0,0
0002396,65536,9375,56161,0,0
0002397,65536,47495,18041,0,0
0002398,65536,38900,26636,0,0
0002399,65536,4219,61317,0,0
0002400,65536,17974,47562,0,0
0002401,65536,18548,46988,0,0
0002402,65536,41295,24241,0,0
0002403,65536,61265,4271,0,0
0002404,65536,49810,15726,0,0
0002405,65536,25032,40504,0,0
0002406,65536,62564,2972,0,0
0002407,65536,45800,19736,0,0
0002408,65536,8077,57459,0,0
0002409,65536,31888,33648,0,0
0002410,65536,17290,48246,0,0
0002411,65536,64848,688,0,0
0002412,65536,65216,320,0,0
0002413,65536,6269,59267,0,0
0002414,65536,3039,62497,0,0
0002415,65536,7599,57937,0,0
0002416,65536,10798,54738,0,0
0002417,65536,359,65177,0,0
0002418,65536,3154,62382,0,0
0002419,65536,0,65536,0,0
0002420,65536,9234,56302,0,0
0002421,65536,47271,18265,0,0
0002422,65536,65261,275,0,0
0002423,65536,55881,9655,0,0
0002424,65536,22452,43084,0,0
0002425,65536,52794,12742,0,0
0002426,65536,31780,33756,0,0
0002427,65536,6,65530,0,0
0002428,65536,61919,3617,0,0
0002429,65536,65104,432,0,0
0002430,65536,58290,7246,0,0
0002431,65536,64429,1107,0,0
0002432,65536,14954,50582,0,0
0002433,65536,29,65507,0,0
0002434,65536,64955,581,0,0
0002435,65536,51695,13841,0,0
0002436,65536,5464,60072,0,0
0002437,65536,44428,21108,0,0
0002438,65536,64952,584,0,0
0002439,65536,54990,10546,0,0
0002440,65536,52563,12973,0,0
0002441,65536,54756,10780,0,0
0002442,65536,56086,9450,0,0
0002443,65536,41461,24075,0,0
0002444,65536,15237,50299,0,0
0002445,65536,59165,6371,0,0
0002446,65536,62477,3059,0,0
0002447,65536,10838,54698,0,0
0002448,65536,27457,38079,0,0
0002449,65536,55096,10440,0,0
0002450,65536,45068,20468,0,0
0002451,65536,45073,20463,0,0
0002452,65536,47681,17855,0,0
0002453,65536,64751,785,0,0
0002454,65536,46923,18613,0,0
0002455,65536,49363,16173,0,0
0002456,65536,0,65536,0,0
0002457,65536,0,65536,0,0
0002458,65536,3783,61753,0,0
0002459,65536,4469,61067,0,0
0002460,65536,11169,54367,0,0
0002461,65536,16496,49040,0,0
0002462,65536,29524,36012,0,0
0002463,65536,30912,34624,0,0
0002464,65536,17131,48405,0,0
0002465,65536,27453,38083,0,0
0002466,65536,53901,11635,0,0
0002467,65536,687,64849,0,0
0002468,65536,5402,60134,0,0
0002469,65536,0,65536,0,0
0002470,65536,6577,58959,0,0
0002471,65536,15354,50182,0,0
0002472,65536,18129,47407,0,0
0002473,65536,54078,11458,0,0
0002474,65536,33833,31703,0,0
0002475,65536,55272,10264,0,0
0002476,65536,46017,19519,0,0
0002477,65536,16293,49243,0,0
0002478,65536,50408,15128,0,0
0002479,65536,46358,19178,0,0
0002480,65536,3951,61585,0,0
0002481,65536,2437,63099,0,0
0002482,65536,0,65536,0,0
0002483,65536,545,64991,0,0
0002484,65536,32279,33257,0,0
0002485,65536,1459,64077,0,0
0002486,65536,1796,63740,0,0
0002487,65536,63578,1958,0,0
0002488,65536,63706,1830,0,0
0002489,65536,18069,47467,0,0
0002490,65536,0,65536,0,0
0002491,65536,0,65536,0,0
0002492,65536,0,65536,0,0
0002493,65536,3289,62247,0,0
0002494,65536,1883,63653,0,0
0002495,65536,0,65536,0,0
0002496,65536,0,65536,0,0
0002497,65536,15846,49690,0,0
0002498,65536,49184,16352,0,0
0002499,65536,0,65536,0,0
0002500,65536,0,65536,0,0
0002501,65536,0,65536,0,0
0002502,65536,0,65536,0,0
0002503,65536,0,65536,0,0
0002504,65536,0,65536,0,0
0002505,65536,0,65536,0,0
0002506,65536,0,65536,0,0
0002507,65536,29247,36289,0,0
0002508,65536,46230,19306,0,0
0002509,65536,0,65536,0,0
0002510,65536,0,65536,0,0
0002511,65536,0,65536,0,0
0002512,65536,0,65536,0,0
0002513,65536,0,65536,0,0
0002514,65536,0,65536,0,0
0002515,65536,12840,52696,0,0
0002516,65536,107,65429,0,0
0002517,65536,9535,56001,0,0
0002518,65536,0,65536,0,0
0002519,65536,48978,16558,0,0
0002520,65536,0,65536,0,0
0002521,65536,12207,53329,0,0
0002522,65536,12535,53001,0,0
0002523,65536,12320,53216,0,0
0002524,65536,20534,45002,0,0
0002525,65536,48922,16614,0,0
0002526,65536,1332,64204,0,0
0002527,65536,17789,47747,0,0
0002528,65536,121,65415,0,0
0002529,65536,15000,50536,0,0
0002530,65536,1478,64058,0,0
0002531,65536,13920,51616,0,0
0002532,65536,43251,22285,0,0
0002533,65536,62630,2906,0,0
0002534,65536,3663,61873,0,0
0002535,65536,14125,51411,0,0
0002536,65536,62712,2824,0,0
0002537,65536,60051,5485,0,0
0002538,65536,59444,6092,0,0
0002539,65536,65445,91,0,0
0002540,65536,36454,29082,0,0
0002541,65536,34737,30799,0,0
0002542,65536,64606,930,0,0
0002543,65536,63440,2096,0,0
0002544,65536,63220,2316,0,0
0002545,65536,64613,923,0,0
0002546,65536,0,65536,0,0
0002547,65536,0,65536,0,0
0002548,65536,0,65536,0,0
0002549,65536,0,65536,0,0
0002550,65536,10300,55236,0,0
0002551,65536,103,65433,0,0
0002552,65536,62967,2569,0,0
0002553,65536,58875,6661,0,0
0002554,65536,47707,17829,0,0
0002555,65536,65522,14,0,0
0002556,65536,0,65536,0,0
0002557,65536,38,65498,0,0
0002558,65536,6770,58766,0,0
0002559,65536,8855,56681,0,0
0002560,65536,10170,55366,0,0
0002561,65536,30352,35184,0,0
0002562,65536,41062,24474,0,0
0002563,65536,28377,37159,0,0
0002564,65536,12836,52700,0,0
0002565,65536,16731,48805,0,0
0002566,65536,64244,1292,0,0
0002567,65536,3243,62293,0,0
0002568,65536,65434,102,0,0
0002569,65536,50183,15353,0,0
0002570,65536,13855,51681,0,0
0002571,65536,50403,15133,0,0
0002572,65536,56693,8843,0,0
0002573,65536,24744,40792,0,0
0002574,65536,60588,4948,0,0
0002575,65536,58593,6943,0,0
0002576,65536,0,65536,0,0
0002577,65536,2057,63479,0,0
0002578,65536,10657,54879,0,0
0002579,65536,696,64840,0,0
0002580,65536,61867,3669,0,0
0002581,65536,47008,18528,0,0
0002582,65536,886,64650,0,0
0002583,65536,62238,3298,0,0
0002584,65536,17550,47986,0,0
0002585,65536,3456,62080,0,0
0002586,65536,0,65536,0,0
0002587,65536,12572,52964,0,0
0002588,65536,53644,11892,0,0
0002589,65536,4517,61019,0,0
0002590,65536,64300,1236,0,0
0002591,65536,47431,18105,0,0
0002592,65536,1769,63767,0,0
0002593,65536,795,64741,0,0
0002594,65536,285,65251,0,0
0002595,65536,3232,62304,0,0
0002596,65536,0,65536,0,0
0002597,65536,26914,38622,0,0
0002598,65536,30229,35307,0,0
0002599,65536,7210,58326,0,0
0002600,65536,0,65536,0,0
0002601,65536,58875,6661,0,0
0002602,65536,53183,12353,0,0
0002603,65536,0,65536,0,0
0002604,65536,0,65536,0,0
0002605,65536,64627,909,0,0
0002606,65536,24996,40540,0,0
0002607,65536,45086,20450,0,0
0002608,65536,26987,38549,0,0
0002609,65536,61857,3679,0,0
0002610,65536,26384,39152,0,0
0002611,65536,12624,52912,0,0
0002612,65536,50748,14788,0,0
0002613,65536,16635,48901,0,0
0002614,65536,62172,3364,0,0
0002615,65536,65416,120,0,0
0002616,65536,34199,31337,0,0
0002617,65536,62472,3064,0,0
0002618,65536,27984,37552,0,0
0002619,65536,65324,212,0,0
0002620,65536,36699,28837,0,0
0002621,65536,5001,60535,0,0
0002622,65536,20658,44878,0,0
0002623,65536,29334,36202,0,0
0002624,65536,64581,955,0,0
0002625,65536,36255,29281,0,0
0002626,65536,28905,36631,0,0
0002627,65536,65302,234,0,0
0002628,65536,13424,52112,0,0
0002629,65536,24472,41064,0,0
0002630,65536,47249,18287,0,0
0002631,65536,50744,14792,0,0
0002632,65536,40887,24649,0,0
0002633,65536,55788,9748,0,0
0002634,65536,12835,52701,0,0
0002635,65536,40672,24864,0,0
0002636,65536,42148,23388,0,0
0002637,65536,64731,805,0,0
0002638,65536,65456,80,0,0
0002639,65536,36945,28591,0,0
0002640,65536,61153,4383,0,0
0002641,65536,64582,954,0,0
0002642,65536,64429,1107,0,0
0002643,65536,64934,602,0,0
0002644,65536,52374,13162,0,0
0002645,65536,31114,34422,0,0
0002646,65536,359,65177,0,0
0002647,65536,14616,50920,0,0
0002648,65536,1408,64128,0,0
0002649,65536,0,65536,0,0
0002650,65536,5943,59593,0,0
0002651,65536,18036,47500,0,0
0002652,65536,62104,3432,0,0
0002653,65536,63382,2154,0,0
0002654,65536,40620,24916,0,0
0002655,65536,13455,52081,0,0
0002656,65536,0,65536,0,0
0002657,65536,1691,63845,0,0
0002658,65536,0,65536,0,0
0002659,65536,7739,57797,0,0
0002660,65536,10446,55090,0,0
0002661,65536,56421,9115,0,0
0002662,65536,15179,50357,0,0
0002663,65536,28667,36869,0,0
0002664,65536,25971,39565,0,0
0002665,65536,39094,26442,0,0
0002666,65536,21853,43683,0,0
0002667,65536,618,64918,0,0
0002668,65536,63633,1903,0,0
0002669,65536,18046,47490,0,0
0002670,65536,58545,6991,0,0
0002671,65536,32851,32685,0,0
0002672,65536,44952,20584,0,0
0002673,65536,39127,26409,0,0
0002674,65536,17048,48488,0,0
0002675,65536,30959,34577,0,0
0002676,65536,25316,40220,0,0
0002677,65536,59629,5907,0,0
0002678,65536,15184,50352,0,0
0002679,65536,53155,12381,0,0
0002680,65536,65342,194,0,0
0002681,65536,54960,10576,0,0
0002682,65536,36745,28791,0,0
0002683,65536,23330,42206,0,0
0002684,65536,11323,54213,0,0
0002685,65536,5444,60092,0,0
0002686,65536,33045,32491,0,0
0002687,65536,41737,23799,0,0
0002688,65536,59767,5769,0,0
0002689,65536,58178,7358,0,0
0002690,65536,60012,5524,0,0
0002691,65536,28908,36628,0,0
0002692,65536,19596,45940,0,0
0002693,65536,15036,50500,0,0
0002694,65536,44897,20639,0,0
0002695,65536,49005,16531,0,0
0002696,65536,41903,23633,0,0
0002697,65536,65491,45,0,0
0002698,65536,48881,16655,0,0
0002699,65536,22802,42734,0,0
0002700,65536,54614,10922,0,0
0002701,65536,41712,23824,0,0
0002702,65536,37462,28074,0,0
0002703,65536,60057,5479,0,0
0002704,65536,65469,67,0,0
0002705,65536,59473,6063,0,0
0002706,65536,36477,29059,0,0
0002707,65536,38545,26991,0,0
0002708,65536,32489,33047,0,0
0002709,65536,60708,4828,0,0
0002710,65536,62758,2778,0,0
0002711,65536,61778,3758,0,0
0002712,65536,52199,13337,0,0
0002713,65536,65455,81,0,0
0002714,65536,50757,14779,0,0
0002715,65536,61222,4314,0,0
0002716,65536,35934,29602,0,0
0002717,65536,55144,10392,0,0
0002718,65536,7573,57963,0,0
0002719,65536,48183,17353,0,0
0002720,65536,63596,1940,0,0
0002721,65536,64210,1326,0,0
0002722,65536,61286,4250,0,0
0002723,65536,64701,835,0,0
0002724,65536,49302,16234,0,0
0002725,65536,57066,8470,0,0
0002726,65536,31661,33875,0,0
0002727,65536,48998,16538,0,0
0002728,65536,42398,23138,0,0
0002729,65536,55691,9845,0,0
0002730,65536,65534,2,0,0
0002731,65536,65277,259,0,0
0002732,65536,54737,10799,0,0
0002733,65536,36970,28566,0,0
0002734,65536,58750,6786,0,0
0002735,65536,41619,23917,0,0
0002736,65536,17752,47784,0,0
0002737,65536,5548,59988,0,0
0002738,65536,8685,56851,0,0
0002739,65536,54000,11536,0,0
0002740,65536,56819,8717,0,0
0002741,65536,50858,14678,0,0
0002742,65536,52403,13133,0,0
0002743,65536,29425,36111,0,0
0002744,65536,17911,47625,0,0
0002745,65536,63035,2501,0,0
0002746,65536,59943,5593,0,0
0002747,65536,62790,2746,0,0
0002748,65536,37458,28078,0,0
0002749,65536,34734,30802,0,0
0002750,65536,22666,42870,0,0
0002751,65536,50444,15092,0,0
0002752,65536,38677,26859,0,0
0002753,65536,59398,6138,0,0
0002754,65536,43075,22461,0,0
0002755,65536,41305,24231,0,0
0002756,65536,62937,2599,0,0
0002757,65536,40244,25292,0,0
0002758,65536,55301,10235,0,0
0002759,65536,63993,1543,0,0
0002760,65536,26665,38871,0,0
0002761,65536,12524,53012,0,0
0002762,65536,34123,31413,0,0
0002763,65536,29645,35891,0,0
0002764,65536,55316,10220,0,0
0002765,65536,65213,323,0,0
0002766,65536,58744,6792,0,0
0002767,65536,60767,4769,0,0
0002768,65536,29851,35685,0,0
0002769,65536,44927,20609,0,0
0002770,65536,57199,8337,0,0
0002771,65536,63159,2377,0,0
0002772,65536,56528,9008,0,0
0002773,65536,59469,6067,0,0
0002774,65536,65248,288,0,0
0002775,65536,65337,199,0,0
0002776,65536,58483,7053,0,0
0002777,65536,15316,50220,0,0
0002778,65536,23624,41912,0,0
0002779,65536,4144,61392,0,0
0002780,65536,5726,59810,0,0
0002781,65536,3172,62364,0,0
0002782,65536,1895,63641,0,0
0002783,65536,12041,53495,0,0
0002784,65536,57737,7799,0,0
0002785,65536,10891,54645,0,0
0002786,65536,7699,57837,0,0
0002787,65536,28352,37184,0,0
0002788,65536,19037,46499,0,0
0002789,65536,6919,58617,0,0
0002790,65536,1938,63598,0,0
0002791,65536,1218,64318,0,0
0002792,65536,33081,32455,0,0
0002793,65536,34507,31029,0,0
0002794,65536,60491,5045,0,0
0002795,65536,36163,29373,0,0
0002796,65536,17285,48251,0,0
0002797,65536,10134,55402,0,0
0002798,65536,34645,30891,0,0
0002799,65536,39285,26251,0,0
0002800,65536,63731,1805,0,0
0002801,65536,27539,37997,0,0
0002802,65536,52611,12925,0,0
0002803,65536,58109,7427,0,0
0002804,65536,60578,4958,0,0
0002805,65536,16765,48771,0,0
0002806,65536,47948,17588,0,0
0002807,65536,30965,34571,0,0
0002808,65536,24541,40995,0,0
0002809,65536,35477,30059,0,0
0002810,65536,37575,27961,0,0
0002811,65536,50095,15441,0,0
0002812,65536,51306,14230,0,0
0002813,65536,49813,15723,0,0
0002814,65536,48417,17119,0,0
0002815,65536,37427,28109,0,0
0002816,65536,5764,59772,0,0
0002817,65536,35815,29721,0,0
0002818,65536,15989,49547,0,0
0002819,65536,8434,57102,0,0
0002820,65536,16511,49025,0,0
0002821,65536,14460,51076,0,0
0002822,65536,3330,62206,0,0
0002823,65536,8133,57403,0,0
0002824,65536,11226,54310,0,0
0002825,65536,36665,28871,0,0
0002826,65536,43919,21617,0,0
0002827,65536,21296,44240,0,0
0002828,65536,53806,11730,0,0
0002829,65536,45002,20534,0,0
0002830,65536,24032,41504,0,0
0002831,65536,11556,53980,0,0
0002832,65536,30563,34973,0,0
0002833,65536,16767,48769,0,0
0002834,65536,25257,40279,0,0
0002835,65536,9529,56007,0,0
0002836,65536,19040,46496,0,0
0002837,65536,22292,43244,0,0
0002838,65536,5868,59668,0,0
0002839,65536,0,65536,0,0
0002840,65536,32474,33062,0,0
0002841,65536,16025,49511,0,0
0002842,65536,24529,41007,0,0
0002843,65536,44463,21073,0,0
0002844,65536,4564,60972,0,0
0002845,65536,2428,63108,0,0
0002846,65536,2457,63079,0,0
0002847,65536,15372,50164,0,0
0002848,65536,9228,56308,0,0
0002849,65536,0,65536,0,0
0002850,65536,48361,17175,0,0
0002851,65536,43469,22067,0,0
0002852,65536,27414,38122,0,0
0002853,65536,63686,1850,0,0
0002854,65536,9119,56417,0,0
0002855,65536,13383,52153,0,0
0002856,65536,31050,34486,0,0
0002857,65536,9933,55603,0,0
0002858,65536,4999,60537,0,0
0002859,65536,1022,64514,0,0
0002860,65536,2041,63495,0,0
0002861,65536,12954,52582,0,0
0002862,65536,30723,34813,0,0
0002863,65536,0,65536,0,0
0002864,65536,7922,57614,0,0
0002865,65536,63092,2444,0,0
0002866,65536,11883,53653,0,0
0002867,65536,9455,56081,0,0
0002868,65536,759,64777,0,0
0002869,65536,3572,61964,0,0
0002870,65536,24451,41085,0,0
0002871,65536,24781,40755,0,0
0002872,65536,36914,28622,0,0
0002873,65536,46360,19176,0,0
0002874,65536,46791,18745,0,0
0002875,65536,8824,56712,0,0
0002876,65536,26376,39160,0,0
0002877,65536,4090,61446,0,0
0002878,65536,78,65458,0,0
0002879,65536,1193,64343,0,0
0002880,65536,1677,63859,0,0
0002881,65536,5858,59678,0,0
0002882,65536,1642,63894,0,0
0002883,65536,8075,57461,0,0
0002884,65536,0,65536,0,0
0002885,65536,9460,56076,0,0
0002886,65536,25135,40401,0,0
0002887,65536,52894,12642,0,0
0002888,65536,5833,59703,0,0
