sample_id,total_pixels,class_0,class_1
0001616,262144,196608,65536
0001617,262144,196608,65536
0001618,262144,196608,65536
0001619,262144,196608,65536
0001620,262144,196608,65536
0001621,262144,196608,65536
0001622,262144,196608,65536
0001623,262144,196608,65536
0001624,262144,196608,65536
0001625,262144,196608,65536
0001626,262144,196608,65536
0001627,262144,196608,65536
0001628,262144,196608,65536
0001629,262144,196608,65536
0001630,262144,196608,65536
0001631,262144,196608,65536
0001632,262144,196608,65536
0001633,262144,196608,65536
0001634,262144,196608,65536
0001635,262144,196608,65536
0001636,262144,196608,65536
0001637,262144,196608,65536
0001638,262144,196608,65536
0001639,262144,196608,65536
0001640,262144,196608,65536
0001641,262144,196608,65536
0001642,262144,196608,65536
0001643,262144,196608,65536
0001644,262144,196608,65536
0001645,262144,196608,65536
0001646,262144,196608,65536
0001647,262144,196608,65536
0001648,262144,196608,65536
0001649,262144,196608,65536
0001650,262144,196608,65536
0001651,262144,196608,65536
0001652,262144,196608,65536
0001653,262144,196608,65536
0001654,262144,196608,65536
0001655,262144,196608,65536
0001656,262144,196608,65536
0001657,262144,196608,65536
0001658,262144,196608,65536
0001659,262144,196608,65536
0001660,262144,196608,65536
0001661,262144,196608,65536
0001662,262144,196608,65536
0001663,262144,196608,65536
0001664,262144,196608,65536
0001665,262144,196608,65536
0001666,262144,196608,65536
0001667,262144,196608,65536
0001668,262144,196608,65536
0001669,262144,196608,65536
0001670,262144,196608,65536
0001671,262144,196608,65536
0001672,262144,196608,65536
0001673,262144,196608,65536
0001674,262144,196608,65536
0001675,262144,196608,65536
0001676,262144,196608,65536
0001677,262144,196608,65536
0001678,262144,196608,65536
0001679,262144,196608,65536
0001680,262144,196608,65536
0001681,262144,196608,65536
0001682,262144,196608,65536
0001683,262144,196608,65536
0001684,262144,196608,65536
0001685,262144,196608,65536
0001686,262144,196608,65536
0001687,262144,196608,65536
0001688,262144,196608,65536
0001689,262144,196608,65536
0001690,262144,196608,65536
0001691,262144,196608,65536
0001692,262144,196608,65536
0001693,262144,196608,65536
0001694,262144,196608,65536
0001695,262144,196608,65536
0001696,262144,196608,65536
0001697,262144,196608,65536
0001698,262144,196608,65536
0001699,262144,196608,65536
0001700,262144,196608,65536
0001701,262144,196608,65536
0001702,262144,196608,65536
0001703,262144,196608,65536
0001704,262144,196608,65536
0001705,262144,196608,65536
0001706,262144,196608,65536
0001707,262144,196608,65536
0001708,262144,196608,65536
0001709,262144,196608,65536
0001710,262144,196608,65536
0001711,262144,196608,65536
0001712,262144,196608,65536
0001713,262144,196608,65536
0001714,262144,196608,65536
0001715,262144,196608,65536
0001716,262144,196608,65536
0001717,262144,196608,65536
0001718,262144,196608,65536
0001719,262144,196608,65536
0001720,262144,196608,65536
0001721,262144,196608,65536
0001722,262144,196608,65536
0001723,262144,196608,65536
0001724,262144,196608,65536
0001725,262144,196608,65536
0001726,262144,196608,65536
0001727,262144,196608,65536
0001728,262144,196608,65536
0001729,262144,196608,65536
0001730,262144,196608,65536
0001731,262144,196608,65536
0001732,262144,196608,65536
0001733,262144,196608,65536
0001734,262144,196608,65536
0001735,262144,196608,65536
0001736,262144,196608,65536
0001737,262144,196608,65536
0001738,262144,196608,65536
0001739,262144,196608,65536
0001740,262144,196608,65536
0001741,262144,196608,65536
0001742,262144,196608,65536
0001743,262144,196608,65536
0001744,262144,196608,65536
0001745,262144,196608,65536
0001746,262144,196608,65536
0001747,262144,196608,65536
0001748,262144,196608,65536
0001749,262144,196608,65536
0001750,262144,196608,65536
0001751,262144,196608,65536
0001752,262144,196608,65536
0001753,262144,196608,65536
0001754,262144,196608,65536
0001755,262144,196608,65536
0001756,262144,196608,65536
0001757,262144,196608,65536
0001758,262144,196608,65536
0001759,262144,196608,65536
0001760,262144,196608,65536
0001761,262144,196608,65536
0001762,262144,196608,65536
0001763,262144,196608,65536
0001764,262144,196608,65536
0001765,262144,196608,65536
0001766,262144,196608,65536
0001767,262144,196608,65536
0001768,262144,196608,65536
0001769,262144,196608,65536
0001770,262144,196608,65536
0001771,262144,196608,65536
0001772,262144,196608,65536
0001773,262144,196608,65536
0001774,262144,196608,65536
0001775,262144,196608,65536
0001776,262144,196608,65536
0001777,262144,196608,65536
0001778,262144,196608,65536
0001779,262144,196608,65536
0001780,262144,196608,65536
0001781,262144,196608,65536
0001782,262144,196608,65536
0001783,262144,196608,65536
0001784,262144,196608,65536
0001785,262144,196608,65536
0001786,262144,196608,65536
0001787,262144,196608,65536
0001788,262144,196608,65536
0001789,262144,196608,65536
0001790,262144,196608,65536
0001791,262144,196608,65536
0001792,262144,196608,65536
0001793,262144,196608,65536
0001794,262144,196608,65536
0001795,262144,196608,65536
0001796,262144,196608,65536
0001797,262144,196608,65536
0001798,262144,196608,65536
0001799,262144,196608,65536
0001800,262144,196608,65536
0001801,262144,196608,65536
0001802,262144,196608,65536
0001803,262144,196608,65536
0001804,262144,196608,65536
0001805,262144,196608,65536
0001806,262144,196608,65536
0001807,262144,196608,65536
0001808,262144,196608,65536
0001809,262144,196608,65536
0001810,262144,196608,65536
0001811,262144,196608,65536
0001812,262144,196608,65536
0001813,262144,196608,65536
0001814,262144,196608,65536
0001815,262144,196608,65536
0001816,262144,196608,65536
0001817,262144,196608,65536
0001818,262144,196608,65536
0001819,262144,196608,65536
0001820,262144,196608,65536
0001821,262144,196608,65536
0001822,262144,196608,65536
0001823,262144,196608,65536
0001824,262144,196608,65536
0001825,262144,196608,65536
0001826,262144,196608,65536
0001827,262144,196608,65536
0001828,262144,196608,65536
0001829,262144,196608,65536
0001830,262144,196608,65536
0001831,262144,196608,65536
0001832,262144,196608,65536
0001833,262144,196608,65536
0001834,262144,196608,65536
0001835,262144,196608,65536
0001836,262144,196608,65536
0001837,262144,196608,65536
0001838,262144,196608,65536
0001839,262144,196608,65536
0001840,262144,196608,65536
0001841,262144,196608,65536
0001842,262144,196608,65536
0001843,262144,196608,65536
0001844,262144,196608,65536
0001845,262144,196608,65536
0001846,262144,196608,65536
0001847,262144,196608,65536
0001848,262144,196608,65536
0001849,262144,196608,65536
0001850,262144,196608,65536
0001851,262144,196608,65536
0001852,262144,196608,65536
0001853,262144,196608,65536
0001854,262144,196608,65536
0001855,262144,196608,65536
0001856,262144,196608,65536
0001857,262144,196608,65536
0001858,262144,196608,65536
0001859,262144,196608,65536
0001860,262144,196608,65536
0001861,262144,196608,65536
0001862,262144,196608,65536
0001863,262144,196608,65536
0001864,262144,196608,65536
0001865,262144,196608,65536
0001866,262144,196608,65536
0001867,262144,196608,65536
0001868,262144,196608,65536
0001869,262144,196608,65536
0001870,262144,196608,65536
0001871,262144,196608,65536
0001872,262144,196608,65536
0001873,262144,196608,65536
0001874,262144,196608,65536
0001875,262144,196608,65536
0001876,262144,196608,65536
0001877,262144,196608,65536
0001878,262144,196608,65536
0001879,262144,196608,65536
0001880,262144,196608,65536
0001881,262144,196608,65536
0001882,262144,196608,65536
0001883,262144,196608,65536
0001884,262144,196608,65536
0001885,262144,196608,65536
0001886,262144,196608,65536
0001887,262144,196608,65536
0001888,262144,196608,65536
0001889,262144,196608,65536
0001890,262144,196608,65536
0001891,262144,196608,65536
0001892,262144,196608,65536
0001893,262144,196608,65536
0001894,262144,196608,65536
0001895,262144,196608,65536
0001896,262144,196608,65536
0001897,262144,196608,65536
0001898,262144,196608,65536
0001899,262144,196608,65536
0001900,262144,196608,65536
0001901,262144,196608,65536
0001902,262144,196608,65536
0001903,262144,196608,65536
0001904,262144,196608,65536
0001905,262144,196608,65536
0001906,262144,196608,65536
0001907,262144,196608,65536
0001908,262144,196608,65536
0001909,262144,196608,65536
0001910,262144,196608,65536
0001911,262144,196608,65536
0001912,262144,196608,65536
0001913,262144,196608,65536
0001914,262144,196608,65536
0001915,262144,196608,65536
0001916,262144,196608,65536
0001917,262144,196608,65536
0001918,262144,196608,65536
0001919,262144,196608,65536
0001920,262144,196608,65536
0001921,262144,196608,65536
0001922,262144,196608,65536
0001923,262144,196608,65536
0001924,262144,196608,65536
0001925,262144,196608,65536
0001926,262144,196608,65536
0001927,262144,196608,65536
0001928,262144,196608,65536
0001929,262144,196608,65536
0001930,262144,196608,65536
0001931,262144,196608,65536
0001932,262144,196608,65536
0001933,262144,196608,65536
0001934,262144,196608,65536
0001935,262144,196608,65536
0001936,262144,196608,65536
0001937,262144,196608,65536
0001938,262144,196608,65536
0001939,262144,196608,65536
0001940,262144,196608,65536
0001941,262144,196608,65536
0001942,262144,196608,65536
0001943,262144,196608,65536
0001944,262144,196608,65536
0001945,262144,196608,65536
0001946,262144,196608,65536
0001947,262144,196608,65536
0001948,262144,196608,65536
0001949,262144,196608,65536
0001950,262144,196608,65536
0001951,262144,196608,65536
0001952,262144,196608,65536
0001953,262144,196608,65536
0001954,262144,196608,65536
0001955,262144,196608,65536
0001956,262144,196608,65536
0001957,262144,196608,65536
0001958,262144,196608,65536
0001959,262144,196608,65536
0001960,262144,196608,65536
0001961,262144,196608,65536
0001962,262144,196608,65536
0001963,262144,196608,65536
0001964,262144,196608,65536
0001965,262144,196608,65536
0001966,262144,196608,65536
0001967,262144,196608,65536
0001968,262144,196608,65536
0001969,262144,196608,65536
0001970,262144,196608,65536
0001971,262144,196608,65536
0001972,262144,196608,65536
0001973,262144,196608,65536
0001974,262144,196608,65536
0001975,262144,196608,65536
0001976,262144,196608,65536
0001977,262144,196608,65536
0001978,262144,196608,65536
0001979,262144,196608,65536
0001980,262144,196608,65536
0001981,262144,196608,65536
0001982,262144,196608,65536
0001983,262144,196608,65536
0001984,262144,196608,65536
0001985,262144,196608,65536
0001986,262144,196608,65536
0001987,262144,196608,65536
0001988,262144,196608,65536
0001989,262144,196608,65536
0001990,262144,196608,65536
0001991,262144,196608,65536
0001992,262144,196608,65536
0001993,262144,196608,65536
0001994,262144,196608,65536
0001995,262144,196608,65536
0001996,262144,196608,65536
0001997,262144,196608,65536
0001998,262144,196608,65536
0001999,262144,196608,65536
0002000,262144,196608,65536
0002001,262144,196608,65536
0002002,262144,196608,65536
0002003,262144,196608,65536
0002004,262144,196608,65536
0002005,262144,196608,65536
0002006,262144,196608,65536
0002007,262144,196608,65536
0002008,262144,196608,65536
0002009,262144,196608,65536
0002010,262144,196608,65536
0002011,262144,196608,65536
0002012,262144,196608,65536
0002013,262144,196608,65536
0002014,262144,196608,65536
0002015,262144,196608,65536
0002016,262144,196608,65536
0002017,262144,196608,65536
0002018,262144,196608,65536
0002019,262144,196608,65536
0002020,262144,196608,65536
0002021,262144,196608,65536
0002022,262144,196608,65536
0002023,262144,196608,65536
0002024,262144,196608,65536
0002025,262144,196608,65536
0002026,262144,196608,65536
0002027,262144,196608,65536
0002028,262144,196608,65536
0002029,262144,196608,65536
0002030,262144,196608,65536
0002031,262144,196608,65536
0002032,262144,196608,65536
0002033,262144,196608,65536
0002034,262144,196608,65536
0002035,262144,196608,65536
0002036,262144,196608,65536
0002037,262144,196608,65536
0002038,262144,196608,65536
0002039,262144,196608,65536
0002040,262144,196608,65536
0002041,262144,196608,65536
0002042,262144,196608,65536
0002043,262144,196608,65536
0002044,262144,196608,65536
0002045,262144,196608,65536
0002046,262144,196608,65536
0002047,262144,196608,65536
0002048,262144,196608,65536
0002049,262144,196608,65536
0002050,262144,196608,65536
0002051,262144,196608,65536
0002052,262144,196608,65536
0002053,262144,196608,65536
0002054,262144,196608,65536
0002055,262144,196608,65536
0002056,262144,196608,65536
0002057,262144,196608,65536
0002058,262144,196608,65536
0002059,262144,196608,65536
0002060,262144,196608,65536
0002061,262144,196608,65536
0002062,262144,196608,65536
0002063,262144,196608,65536
0002064,262144,196608,65536
0002065,262144,196608,65536
0002066,262144,196608,65536
0002067,262144,196608,65536
0002068,262144,196608,65536
0002069,262144,196608,65536
0002070,262144,196608,65536
0002071,262144,196608,65536
0002072,262144,196608,65536
0002073,262144,196608,65536
0002074,262144,196608,65536
0002075,262144,196608,65536
0002076,262144,196608,65536
0002077,262144,196608,65536
0002078,262144,196608,65536
0002079,262144,196608,65536
0002080,262144,196608,65536
0002081,262144,196608,65536
0002082,262144,196608,65536
0002083,262144,196608,65536
0002084,262144,196608,65536
0002085,262144,196608,65536
0002086,262144,196608,65536
0002087,262144,196608,65536
0002088,262144,196608,65536
0002089,262144,196608,65536
0002090,262144,196608,65536
0002091,262144,196608,65536
0002092,262144,196608,65536
0002093,262144,196608,65536
0002094,262144,196608,65536
0002095,262144,196608,65536
0002096,262144,196608,65536
0002097,262144,196608,65536
0002098,262144,196608,65536
0002099,262144,196608,65536
0002100,262144,196608,65536
0002101,262144,196608,65536
0002102,262144,196608,65536
0002103,262144,196608,65536
0002104,262144,196608,65536
0002105,262144,196608,65536
0002106,262144,196608,65536
0002107,262144,196608,65536
0002108,262144,196608,65536
0002109,262144,196608,65536
0002110,262144,196608,65536
0002111,262144,196608,65536
0002112,262144,196608,65536
0002113,262144,196608,65536
0002114,262144,196608,65536
0002115,262144,196608,65536
0002116,262144,196608,65536
0002117,262144,196608,65536
0002118,262144,196608,65536
0002119,262144,196608,65536
0002120,262144,196608,65536
0002121,262144,196608,65536
0002122,262144,196608,65536
0002123,262144,196608,65536
0002124,262144,196608,65536
0002125,262144,196608,65536
0002126,262144,196608,65536
0002127,262144,196608,65536
0002128,262144,196608,65536
0002129,262144,196608,65536
0002130,262144,196608,65536
0002131,262144,196608,65536
0002132,262144,196608,65536
0002133,262144,196608,65536
0002134,262144,196608,65536
0002135,262144,196608,65536
0002136,262144,196608,65536
0002137,262144,196608,65536
0002138,262144,196608,65536
0002139,262144,196608,65536
0002140,262144,196608,65536
0002141,262144,196608,65536
0002142,262144,196608,65536
0002143,262144,196608,65536
0002144,262144,196608,65536
0002145,262144,196608,65536
0002146,262144,196608,65536
0002147,262144,196608,65536
0002148,262144,196608,65536
0002149,262144,196608,65536
0002150,262144,196608,65536
0002151,262144,196608,65536
0002152,262144,196608,65536
0002153,262144,196608,65536
0002154,262144,196608,65536
0002155,262144,196608,65536
0002156,262144,196608,65536
0002157,262144,196608,65536
0002158,262144,196608,65536
0002159,262144,196608,65536
0002160,262144,196608,65536
0002161,262144,196608,65536
0002162,262144,196608,65536
0002163,262144,196608,65536
0002164,262144,196608,65536
0002165,262144,196608,65536
0002166,262144,196608,65536
0002167,262144,196608,65536
0002168,262144,196608,65536
0002169,262144,196608,65536
0002170,262144,196608,65536
0002171,262144,196608,65536
0002172,262144,196608,65536
0002173,262144,196608,65536
0002174,262144,196608,65536
0002175,262144,196608,65536
0002176,262144,196608,65536
0002177,262144,196608,65536
0002178,262144,196608,65536
0002179,262144,196608,65536
0002180,262144,196608,65536
0002181,262144,196608,65536
0002182,262144,196608,65536
0002183,262144,196608,65536
0002184,262144,196608,65536
0002185,262144,196608,65536
0002186,262144,196608,65536
0002187,262144,196608,65536
0002188,262144,196608,65536
0002189,262144,196608,65536
0002190,262144,196608,65536
0002191,262144,196608,65536
0002192,262144,196608,65536
0002193,262144,196608,65536
0002194,262144,196608,65536
0002195,262144,196608,65536
0002196,262144,196608,65536
0002197,262144,196608,65536
0002198,262144,196608,65536
0002199,262144,196608,65536
0002200,262144,196608,65536
0002201,262144,196608,65536
0002202,262144,196608,65536
0002203,262144,196608,65536
0002204,262144,196608,65536
0002205,262144,196608,65536
0002206,262144,196608,65536
0002207,262144,196608,65536
0002208,262144,196608,65536
0002209,262144,196608,65536
0002210,262144,196608,65536
0002211,262144,196608,65536
0002212,262144,196608,65536
0002213,262144,196608,65536
0002214,262144,196608,65536
0002215,262144,196608,65536
0002216,262144,196608,65536
0002217,262144,196608,65536
0002218,262144,196608,65536
0002219,262144,196608,65536
0002220,262144,196608,65536
0002221,262144,196608,65536
0002222,262144,196608,65536
0002223,262144,196608,65536
0002224,262144,196608,65536
0002225,262144,196608,65536
0002226,262144,196608,65536
0002227,262144,196608,65536
0002228,262144,196608,65536
0002229,262144,196608,65536
0002230,262144,196608,65536
0002231,262144,196608,65536
0002232,262144,196608,65536
0002233,262144,196608,65536
0002234,262144,196608,65536
0002235,262144,196608,65536
0002236,262144,196608,65536
0002237,262144,196608,65536
0002238,262144,196608,65536
0002239,262144,196608,65536
0002240,262144,196608,65536
0002241,262144,196608,65536
0002242,262144,196608,65536
0002243,262144,196608,65536
0002244,262144,196608,65536
0002245,262144,196608,65536
0002246,262144,196608,65536
0002247,262144,196608,65536
0002248,262144,196608,65536
0002249,262144,196608,65536
0002250,262144,196608,65536
0002251,262144,196608,65536
0002252,262144,196608,65536
0002253,262144,196608,65536
0002254,262144,196608,65536
0002255,262144,196608,65536
0002256,262144,196608,65536
0002257,262144,196608,65536
0002258,262144,196608,65536
0002259,262144,196608,65536
0002260,262144,196608,65536
0002261,262144,196608,65536
0002262,262144,196608,65536
0002263,262144,196608,65536
0002264,262144,196608,65536
0002265,262144,196608,65536
0002266,262144,196608,65536
0002267,262144,196608,65536
0002268,262144,196608,65536
0002269,262144,196608,65536
0002270,262144,196608,65536
0002271,262144,196608,65536
0002272,262144,196608,65536
0002273,262144,196608,65536
0002274,262144,196608,65536
0002275,262144,196608,65536
0002276,262144,196608,65536
0002277,262144,196608,65536
0002278,262144,196608,65536
0002279,262144,196608,65536
0002280,262144,196608,65536
0002281,262144,196608,65536
0002282,262144,196608,65536
0002283,262144,196608,65536
0002284,262144,196608,65536
0002285,262144,196608,65536
0002286,262144,196608,65536
0002287,262144,196608,65536
0002288,262144,196608,65536
0002289,262144,196608,65536
0002290,262144,196608,65536
0002291,262144,196608,65536
0002292,262144,196608,65536
0002293,262144,196608,65536
0002294,262144,196608,65536
0002295,262144,196608,65536
0002296,262144,196608,65536
0002297,262144,196608,65536
0002298,262144,196608,65536
0002299,262144,196608,65536
0002300,262144,196608,65536
0002301,262144,196608,65536
0002302,262144,196608,65536
0002303,262144,196608,65536
0002304,262144,196608,65536
0002305,262144,196608,65536
0002306,262144,196608,65536
0002307,262144,196608,65536
0002308,262144,196608,65536
0002309,262144,196608,65536
0002310,262144,196608,65536
0002311,262144,196608,65536
0002312,262144,196608,65536
0002313,262144,196608,65536
0002314,262144,196608,65536
0002315,262144,196608,65536
0002316,262144,196608,65536
0002317,262144,196608,65536
0002318,262144,196608,65536
0002319,262144,196608,65536
0002320,262144,196608,65536
0002321,262144,196608,65536
0002322,262144,196608,65536
0002323,262144,196608,65536
0002324,262144,196608,65536
0002325,262144,196608,65536
0002326,262144,196608,65536
0002327,262144,196608,65536
0002328,262144,196608,65536
0002329,262144,196608,65536
0002330,262144,196608,65536
0002331,262144,196608,65536
0002332,262144,196608,65536
0002333,262144,196608,65536
0002334,262144,196608,65536
0002335,262144,196608,65536
0002336,262144,196608,65536
0002337,262144,196608,65536
0002338,262144,196608,65536
0002339,262144,196608,65536
0002340,262144,196608,65536
0002341,262144,196608,65536
0002342,262144,196608,65536
0002343,262144,196608,65536
0002344,262144,196608,65536
0002345,262144,196608,65536
0002346,262144,196608,65536
0002347,262144,196608,65536
0002348,262144,196608,65536
0002349,262144,196608,65536
0002350,262144,196608,65536
0002351,262144,196608,65536
0002352,262144,196608,65536
0002353,262144,196608,65536
0002354,262144,196608,65536
0002355,262144,196608,65536
0002356,262144,196608,65536
0002357,262144,196608,65536
0002358,262144,196608,65536
0002359,262144,196608,65536
0002360,262144,196608,65536
0002361,262144,196608,65536
0002362,262144,196608,65536
0002363,262144,196608,65536
0002364,262144,196608,65536
0002365,262144,196608,65536
0002366,262144,196608,65536
0002367,262144,196608,65536
0002368,262144,196608,65536
0002369,262144,196608,65536
0002370,262144,196608,65536
0002371,262144,196608,65536
0002372,262144,196608,65536
0002373,262144,196608,65536
0002374,262144,196608,65536
0002375,262144,196608,65536
0002376,262144,196608,65536
0002377,262144,196608,65536
0002378,262144,196608,65536
0002379,262144,196608,65536
0002380,262144,196608,65536
0002381,262144,196608,65536
0002382,262144,196608,65536
0002383,262144,196608,65536
0002384,262144,196608,65536
0002385,262144,196608,65536
0002386,262144,196608,65536
0002387,262144,196608,65536
0002388,262144,196608,65536
0002389,262144,196608,65536
0002390,262144,196608,65536
0002391,262144,196608,65536
0002392,262144,196608,65536
0002393,262144,196608,65536
0002394,262144,196608,65536
0002395,262144,196608,65536
0002396,262144,196608,65536
0002397,262144,196608,65536
0002398,262144,196608,65536
0002399,262144,196608,65536
0002400,262144,196608,65536
0002401,262144,196608,65536
0002402,262144,196608,65536
0002403,262144,196608,65536
0002404,262144,196608,65536
0002405,262144,196608,65536
0002406,262144,196608,65536
0002407,262144,196608,65536
0002408,262144,196608,65536
0002409,262144,196608,65536
0002410,262144,196608,65536
0002411,262144,196608,65536
0002412,262144,196608,65536
0002413,262144,196608,65536
0002414,262144,196608,65536
0002415,262144,196608,65536
0002416,262144,196608,65536
0002417,262144,196608,65536
0002418,262144,196608,65536
0002419,262144,196608,65536
0002420,262144,196608,65536
0002421,262144,196608,65536
0002422,262144,196608,65536
0002423,262144,196608,65536
0002424,262144,196608,65536
0002425,262144,196608,65536
0002426,262144,196608,65536
0002427,262144,196608,65536
0002428,262144,196608,65536
0002429,262144,196608,65536
0002430,262144,196608,65536
0002431,262144,196608,65536
0002432,262144,196608,65536
0002433,262144,196608,65536
0002434,262144,196608,65536
0002435,262144,196608,65536
0002436,262144,196608,65536
0002437,262144,196608,65536
0002438,262144,196608,65536
0002439,262144,196608,65536
0002440,262144,196608,65536
0002441,262144,196608,65536
0002442,262144,196608,65536
0002443,262144,196608,65536
0002444,262144,196608,65536
0002445,262144,196608,65536
0002446,262144,196608,65536
0002447,262144,196608,65536
0002448,262144,196608,65536
0002449,262144,196608,65536
0002450,262144,196608,65536
0002451,262144,196608,65536
0002452,262144,196608,65536
0002453,262144,196608,65536
0002454,262144,196608,65536
0002455,262144,196608,65536
0002456,262144,196608,65536
0002457,262144,196608,65536
0002458,262144,196608,65536
0002459,262144,196608,65536
0002460,262144,196608,65536
0002461,262144,196608,65536
0002462,262144,196608,65536
0002463,262144,196608,65536
0002464,262144,196608,65536
0002465,262144,196608,65536
0002466,262144,196608,65536
0002467,262144,196608,65536
0002468,262144,196608,65536
0002469,262144,196608,65536
0002470,262144,196608,65536
0002471,262144,196608,65536
0002472,262144,196608,65536
0002473,262144,196608,65536
0002474,262144,196608,65536
0002475,262144,196608,65536
0002476,262144,196608,65536
0002477,262144,196608,65536
0002478,262144,196608,65536
0002479,262144,196608,65536
0002480,262144,196608,65536
0002481,262144,196608,65536
0002482,262144,196608,65536
0002483,262144,196608,65536
0002484,262144,196608,65536
0002485,262144,196608,65536
0002486,262144,196608,65536
0002487,262144,196608,65536
0002488,262144,196608,65536
0002489,262144,196608,65536
0002490,262144,196608,65536
0002491,262144,196608,65536
0002492,262144,196608,65536
0002493,262144,196608,65536
0002494,262144,196608,65536
0002495,262144,196608,65536
0002496,262144,196608,65536
0002497,262144,196608,65536
0002498,262144,196608,65536
0002499,262144,196608,65536
0002500,262144,196608,65536
0002501,262144,196608,65536
0002502,262144,196608,65536
0002503,262144,196608,65536
0002504,262144,196608,65536
0002505,262144,196608,65536
0002506,262144,196608,65536
0002507,262144,196608,65536
0002508,262144,196608,65536
0002509,262144,196608,65536
0002510,262144,196608,65536
0002511,262144,196608,65536
0002512,262144,196608,65536
0002513,262144,196608,65536
0002514,262144,196608,65536
0002515,262144,196608,65536
0002516,262144,196608,65536
0002517,262144,196608,65536
0002518,262144,196608,65536
0002519,262144,196608,65536
0002520,262144,196608,65536
0002521,262144,196608,65536
0002522,262144,196608,65536
0002523,262144,196608,65536
0002524,262144,196608,65536
0002525,262144,196608,65536
0002526,262144,196608,65536
0002527,262144,196608,65536
0002528,262144,196608,65536
0002529,262144,196608,65536
0002530,262144,196608,65536
0002531,262144,196608,65536
0002532,262144,196608,65536
0002533,262144,196608,65536
0002534,262144,196608,65536
0002535,262144,196608,65536
0002536,262144,196608,65536
0002537,262144,196608,65536
0002538,262144,196608,65536
0002539,262144,196608,65536
0002540,262144,196608,65536
0002541,262144,196608,65536
0002542,262144,196608,65536
0002543,262144,196608,65536
0002544,262144,196608,65536
0002545,262144,196608,65536
0002546,262144,196608,65536
0002547,262144,196608,65536
0002548,262144,196608,65536
0002549,262144,196608,65536
0002550,262144,196608,65536
0002551,262144,196608,65536
0002552,262144,196608,65536
0002553,262144,196608,65536
0002554,262144,196608,65536
0002555,262144,196608,65536
0002556,262144,196608,65536
0002557,262144,196608,65536
0002558,262144,196608,65536
0002559,262144,196608,65536
0002560,262144,196608,65536
0002561,262144,196608,65536
0002562,262144,196608,65536
0002563,262144,196608,65536
0002564,262144,196608,65536
0002565,262144,196608,65536
0002566,262144,196608,65536
0002567,262144,196608,65536
0002568,262144,196608,65536
0002569,262144,196608,65536
0002570,262144,196608,65536
0002571,262144,196608,65536
0002572,262144,196608,65536
0002573,262144,196608,65536
0002574,262144,196608,65536
0002575,262144,196608,65536
0002576,262144,196608,65536
0002577,262144,196608,65536
0002578,262144,196608,65536
0002579,262144,196608,65536
0002580,262144,196608,65536
0002581,262144,196608,65536
0002582,262144,196608,65536
0002583,262144,196608,65536
0002584,262144,196608,65536
0002585,262144,196608,65536
0002586,262144,196608,65536
0002587,262144,196608,65536
0002588,262144,196608,65536
0002589,262144,196608,65536
0002590,262144,196608,65536
0002591,262144,196608,65536
0002592,262144,196608,65536
0002593,262144,196608,65536
0002594,262144,196608,65536
0002595,262144,196608,65536
0002596,262144,196608,65536
0002597,262144,196608,65536
0002598,262144,196608,65536
0002599,262144,196608,65536
0002600,262144,196608,65536
0002601,262144,196608,65536
0002602,262144,196608,65536
0002603,262144,196608,65536
0002604,262144,196608,65536
0002605,262144,196608,65536
0002606,262144,196608,65536
0002607,262144,196608,65536
0002608,262144,196608,65536
0002609,262144,196608,65536
0002610,262144,196608,65536
0002611,262144,196608,65536
0002612,262144,196608,65536
0002613,262144,196608,65536
0002614,262144,196608,65536
0002615,262144,196608,65536
0002616,262144,196608,65536
0002617,262144,196608,65536
0002618,262144,196608,65536
0002619,262144,196608,65536
0002620,262144,196608,65536
0002621,262144,196608,65536
0002622,262144,196608,65536
0002623,262144,196608,65536
0002624,262144,196608,65536
0002625,262144,196608,65536
0002626,262144,196608,65536
0002627,262144,196608,65536
0002628,262144,196608,65536
0002629,262144,196608,65536
0002630,262144,196608,65536
0002631,262144,196608,65536
0002632,262144,196608,65536
0002633,262144,196608,65536
0002634,262144,196608,65536
0002635,262144,196608,65536
0002636,262144,196608,65536
0002637,262144,196608,65536
0002638,262144,196608,65536
0002639,262144,196608,65536
0002640,262144,196608,65536
0002641,262144,196608,65536
0002642,262144,196608,65536
0002643,262144,196608,65536
0002644,262144,196608,65536
0002645,262144,196608,65536
0002646,262144,196608,65536
0002647,262144,196608,65536
0002648,262144,196608,65536
0002649,262144,196608,65536
0002650,262144,196608,65536
0002651,262144,196608,65536
0002652,262144,196608,65536
0002653,262144,196608,65536
0002654,262144,196608,65536
0002655,262144,196608,65536
0002656,262144,196608,65536
0002657,262144,196608,65536
0002658,262144,196608,65536
0002659,262144,196608,65536
0002660,262144,196608,65536
0002661,262144,196608,65536
0002662,262144,196608,65536
0002663,262144,196608,65536
0002664,262144,196608,65536
0002665,262144,196608,65536
0002666,262144,196608,65536
0002667,262144,196608,65536
0002668,262144,196608,65536
0002669,262144,196608,65536
0002670,262144,196608,65536
0002671,262144,196608,65536
0002672,262144,196608,65536
0002673,262144,196608,65536
0002674,262144,196608,65536
0002675,262144,196608,65536
0002676,262144,196608,65536
0002677,262144,196608,65536
0002678,262144,196608,65536
0002679,262144,196608,65536
0002680,262144,196608,65536
0002681,262144,196608,65536
0002682,262144,196608,65536
0002683,262144,196608,65536
0002684,262144,196608,65536
0002685,262144,196608,65536
0002686,262144,196608,65536
0002687,262144,196608,65536
0002688,262144,196608,65536
0002689,262144,196608,65536
0002690,262144,196608,65536
