tile_id,total_pixels,class_0,class_10,class_20,class_30,class_40,class_50,class_60,class_70,class_80,class_90,class_95,class_100
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c002304.tif,65536,0,60823,760,3936,0,0,0,0,0,17,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c000512.tif,65536,0,61058,4,4259,0,0,215,0,0,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c001024.tif,65536,0,64561,31,923,0,0,0,0,21,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001024_c000512.tif,65536,0,60877,510,4105,0,0,0,0,0,0,0,44
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c002560.tif,65536,0,48911,2117,2028,0,0,0,0,12471,9,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001280_c000512.tif,65536,0,59737,510,5284,0,0,3,0,0,0,0,2
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001024_c000256.tif,65536,0,45415,3382,16724,0,0,0,0,0,15,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c001536.tif,65536,0,57518,303,7603,0,0,25,0,0,7,0,80
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000000_c000000.tif,65536,0,35800,8853,19868,0,698,0,0,136,167,0,14
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000256_c001024.tif,65536,0,63433,7,988,0,957,115,0,36,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000768_c001792.tif,65536,0,53998,0,1441,0,45,7995,0,2018,39,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001024_c002304.tif,65536,0,63906,82,1508,0,0,0,0,0,40,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001280_c000768.tif,65536,0,56218,0,8977,0,0,2,0,0,0,0,339
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000768_c000256.tif,65536,0,46931,5961,12642,0,0,0,0,0,2,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000512_c000000.tif,65536,0,63022,2285,229,0,0,0,0,0,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c000000.tif,65536,0,54420,38,11057,0,0,14,0,2,0,0,5
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001536_c000256.tif,65536,0,54709,368,10459,0,0,0,0,0,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c000768.tif,65536,0,56090,611,8833,0,0,2,0,0,0,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001792_c003584.tif,65536,0,60854,0,4324,0,0,0,0,0,269,0,89
pair_000001384_20241018162312_20241018162314_37BFD8BD_r001536_c000512.tif,65536,0,58435,29,6960,0,0,22,0,0,90,0,0
pair_000001384_20241018162312_20241018162314_37BFD8BD_r000000_c003072.tif,65536,0,64040,703,787,0,0,0,0,0,6,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c002560.tif,65536,0,0,0,2020,0,0,63516,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c001536.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c000256.tif,65536,0,0,300,38958,0,0,26278,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c003072.tif,65536,0,639,12628,11058,24054,7891,9266,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c002304.tif,65536,0,0,23,2397,0,0,63116,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c003328.tif,65536,0,0,0,52,0,0,65484,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c001024.tif,65536,0,0,0,8,0,0,65528,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c000768.tif,65536,0,0,202,15319,0,0,50015,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c000256.tif,65536,0,0,0,4948,0,0,60588,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c001024.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c002048.tif,65536,0,0,1710,10321,0,0,53505,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c003328.tif,65536,0,0,9597,170,387,0,55382,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c000512.tif,65536,0,0,0,13642,0,0,51894,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c003328.tif,65536,0,0,0,316,0,0,65220,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c000768.tif,65536,0,0,308,22145,0,0,43083,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c000256.tif,65536,0,0,74,35659,0,0,29803,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c003328.tif,65536,0,54,10707,3319,10676,68,40712,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c002048.tif,65536,0,0,3,1748,0,0,63785,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c001024.tif,65536,0,0,222,15341,0,0,49967,0,6,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c002048.tif,65536,0,0,109,8780,0,0,56647,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c000256.tif,65536,0,0,248,10793,0,0,54495,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c002816.tif,65536,0,0,12259,1405,162,16,51694,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c002816.tif,65536,0,0,29,1823,0,0,63684,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c001280.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c000512.tif,65536,0,0,292,8742,0,0,56502,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c001280.tif,65536,0,0,0,25,0,0,65511,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c001792.tif,65536,0,0,0,2,0,0,65534,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c002560.tif,65536,0,0,44,516,0,43,64933,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c000768.tif,65536,0,0,128,19381,0,0,46027,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002816_c000000.tif,65536,0,0,566,40560,0,0,24410,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c001024.tif,65536,0,0,122,6664,0,0,58750,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c002304.tif,65536,0,0,15,235,0,0,65286,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c002560.tif,65536,0,0,28,178,0,0,65330,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c003072.tif,65536,0,0,6,417,0,0,65113,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c000512.tif,65536,0,0,325,25185,0,0,40026,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c001024.tif,65536,0,0,432,19167,0,0,45870,0,67,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c003072.tif,65536,0,0,0,762,0,0,64774,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c000768.tif,65536,0,0,425,18366,0,0,46565,0,180,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c003072.tif,65536,0,1168,11345,7077,12635,15154,18148,0,9,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c001280.tif,65536,0,0,331,20359,0,0,44846,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c001280.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c003072.tif,65536,0,0,5,775,0,0,64756,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c000000.tif,65536,0,0,0,27167,0,0,38369,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c000256.tif,65536,0,0,2778,14028,556,83,48091,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c001536.tif,65536,0,0,239,31943,0,0,33354,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c002816.tif,65536,0,0,12,1235,0,0,64289,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c001792.tif,65536,0,0,0,16,0,0,65520,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c002304.tif,65536,0,0,9,1246,0,0,64281,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c000256.tif,65536,0,0,99,32843,0,0,32594,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c002816.tif,65536,0,0,16,568,0,0,64952,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c002304.tif,65536,0,0,97,2896,0,0,62543,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c002816.tif,65536,0,2896,7647,12856,13731,2206,26200,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c000768.tif,65536,0,0,0,7650,0,0,57886,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c002304.tif,65536,0,0,0,608,0,0,64928,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c000512.tif,65536,0,0,9,8413,0,0,57114,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c002560.tif,65536,0,0,286,3888,0,0,61362,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c001536.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c001536.tif,65536,0,0,18,15682,0,0,49836,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c000000.tif,65536,0,0,12,32916,0,0,32607,0,1,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c001792.tif,65536,0,0,2198,23554,0,0,39784,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c002816.tif,65536,0,0,42,567,0,0,64927,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c002048.tif,65536,0,0,72,227,0,24,65213,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c000000.tif,65536,0,0,0,10886,0,0,54650,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c001280.tif,65536,0,0,0,16830,0,0,48706,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c001792.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c000512.tif,65536,0,0,497,5181,0,55,59777,0,26,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c000256.tif,65536,0,0,1534,12994,424,0,50584,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c001536.tif,65536,0,0,9,17232,0,0,48295,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c002304.tif,65536,0,0,10,250,0,0,65276,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c000256.tif,65536,0,0,0,5706,0,0,59830,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c001024.tif,65536,0,0,6,5017,0,0,60513,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c002048.tif,65536,0,0,0,1671,0,0,63865,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c000512.tif,65536,0,0,388,5177,0,0,59971,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c000000.tif,65536,0,0,3,1004,6,0,64523,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c002560.tif,65536,0,0,28,1878,0,0,63630,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c001024.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c002048.tif,65536,0,0,0,116,0,0,65420,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c001024.tif,65536,0,0,394,14932,0,0,50210,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c003072.tif,65536,0,119,13736,9276,22784,2018,17598,0,5,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c003328.tif,65536,0,0,0,133,0,0,65403,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c001280.tif,65536,0,0,327,25851,0,0,39358,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c002048.tif,65536,0,0,0,136,0,0,65400,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c002304.tif,65536,0,0,37,2775,0,0,62724,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c003072.tif,65536,0,0,21107,5079,3949,76,35325,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002816_c000512.tif,65536,0,0,1456,34916,0,0,29164,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c001536.tif,65536,0,0,0,321,0,0,65215,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c001280.tif,65536,0,0,0,37,0,0,65499,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c001792.tif,65536,0,0,32,12010,0,0,53494,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c002560.tif,65536,0,0,39,446,0,0,65051,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c002304.tif,65536,0,0,11,865,0,0,64660,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c000512.tif,65536,0,0,198,24238,0,0,41100,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c000512.tif,65536,0,0,658,20012,0,0,44866,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c000000.tif,65536,0,0,2322,24964,3254,4,34992,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c000768.tif,65536,0,0,16,5796,0,0,59724,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c002816.tif,65536,0,2221,5751,9021,12846,387,35310,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c001536.tif,65536,0,0,0,4,0,0,65532,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c002816.tif,65536,0,0,192,941,0,0,64403,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c001536.tif,65536,0,0,60,12449,0,0,53027,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c000512.tif,65536,0,0,3,19026,0,0,46507,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c002560.tif,65536,0,7,3834,2679,522,3,58491,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c001536.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c003328.tif,65536,0,32,974,849,2785,317,59793,0,786,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c001792.tif,65536,0,0,0,9021,0,0,56515,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c003072.tif,65536,0,0,5952,2462,10570,39,46513,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c003328.tif,65536,0,1909,3354,4887,11625,910,42455,0,396,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c000256.tif,65536,0,0,8,22630,0,0,42898,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c002560.tif,65536,0,0,43,520,0,0,64973,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c000000.tif,65536,0,0,41,26020,0,0,39475,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c000000.tif,65536,0,0,72,19661,0,0,45803,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c000768.tif,65536,0,0,0,12,0,0,65524,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c003328.tif,65536,0,16,2948,1036,2,0,61340,0,194,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c001280.tif,65536,0,0,161,9122,0,0,56253,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c003072.tif,65536,0,382,7667,6399,19601,4817,26670,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c002048.tif,65536,0,0,1419,12187,0,0,51930,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c000512.tif,65536,0,0,675,18418,0,0,46443,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c002816.tif,65536,0,7587,10510,23102,14463,3433,6441,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c002304.tif,65536,0,18,1531,10382,0,0,53605,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c003072.tif,65536,0,0,3,705,0,0,64828,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c003072.tif,65536,0,0,3900,1240,59,87,60250,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002816_c001024.tif,65536,0,0,0,12890,0,0,52646,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c000768.tif,65536,0,0,0,21,0,9,65506,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c001792.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c001024.tif,65536,0,0,0,20222,0,0,45314,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c000256.tif,65536,0,0,2,5396,0,0,60138,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c003072.tif,65536,0,0,8535,1865,0,16,55120,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c002560.tif,65536,0,0,173,344,0,471,64548,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c002560.tif,65536,0,0,11,2131,0,0,63394,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002560_c000256.tif,65536,0,0,739,51563,0,0,13234,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c001280.tif,65536,0,0,0,7,0,0,65529,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002560_c000000.tif,65536,0,0,142,53909,0,0,11485,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c001536.tif,65536,0,0,35,22200,0,0,43301,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c002304.tif,65536,0,0,3,1084,0,0,64449,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c003328.tif,65536,0,261,9313,4609,17212,255,33886,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c002560.tif,65536,0,0,6,48,0,4,65478,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c000000.tif,65536,0,0,0,19798,0,0,45738,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c003328.tif,65536,0,0,10680,528,379,0,53939,0,10,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c001536.tif,65536,0,2,665,18395,0,0,46474,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c002304.tif,65536,0,0,854,7309,0,0,57373,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c001024.tif,65536,0,0,58,1790,0,0,63688,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c001792.tif,65536,0,0,24,16834,0,0,48678,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c002048.tif,65536,0,0,0,77,0,0,65459,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c000768.tif,65536,0,0,133,10221,0,0,55182,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c002304.tif,65536,0,0,11,404,0,0,65121,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c002048.tif,65536,0,0,205,7578,0,0,57753,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c000768.tif,65536,0,0,0,9030,0,0,56506,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c000768.tif,65536,0,0,69,7400,0,0,58067,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c000512.tif,65536,0,0,275,5239,0,0,60022,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c001792.tif,65536,0,0,0,11068,0,0,54468,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c002816.tif,65536,0,0,3,1810,0,0,63723,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c002560.tif,65536,0,0,4,102,0,0,65430,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003328_c000000.tif,65536,0,0,34,21218,0,0,44284,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002816_c001280.tif,65536,0,0,0,12330,0,0,53206,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004864_c001280.tif,65536,0,0,0,5586,0,0,59950,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c000000.tif,65536,0,0,0,16483,0,0,49053,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c000512.tif,65536,0,0,16,26435,0,0,39085,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005120_c000512.tif,65536,0,0,127,13054,0,0,52248,0,107,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c003328.tif,65536,0,1093,7875,5622,16015,1279,33388,0,264,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c000256.tif,65536,0,0,0,30031,0,0,35505,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c000768.tif,65536,0,0,286,6818,0,0,58432,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c003328.tif,65536,0,82,12286,4724,17703,356,30385,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004608_c000000.tif,65536,0,0,340,14306,0,0,50890,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005888_c001792.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c001792.tif,65536,0,0,32,8496,0,0,57008,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c000768.tif,65536,0,0,4,849,0,0,64678,0,5,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004096_c001792.tif,65536,0,0,332,15632,0,0,49511,0,61,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c000000.tif,65536,0,0,17,21852,0,0,43667,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c001536.tif,65536,0,0,22,8395,0,0,57119,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c001792.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c001536.tif,65536,0,0,0,9,0,0,65527,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r004352_c002816.tif,65536,0,545,11803,2733,941,101,49413,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c002816.tif,65536,0,9498,9115,16834,17754,4831,7504,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005632_c002048.tif,65536,0,0,0,197,0,3,65336,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r002816_c000256.tif,65536,0,0,186,35147,0,0,30203,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003840_c002304.tif,65536,0,0,5,966,0,0,64565,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003072_c001280.tif,65536,0,0,0,11141,0,0,54395,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r003584_c000256.tif,65536,0,0,14,41822,0,0,23700,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r006144_c002048.tif,65536,0,0,9,216,0,70,65241,0,0,0,0,0
pair_000001389_20241019145238_20241019145244_2BFBAB43_r005376_c001024.tif,65536,0,0,0,44,0,0,65492,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r001024_c001536.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r001280_c002560.tif,65536,0,0,4795,0,9126,0,51595,0,3,17,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r000512_c000512.tif,65536,0,0,2000,930,1560,0,61046,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r000512_c001536.tif,65536,0,0,364,8,105,0,65059,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r000768_c003072.tif,65536,0,0,0,0,0,0,59725,0,5811,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r000512_c001024.tif,65536,0,0,727,0,170,0,64639,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r001280_c003072.tif,65536,0,0,3348,54,3045,0,59089,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r001024_c001280.tif,65536,0,0,0,0,0,0,65536,0,0,0,0,0
pair_000001391_20241020044719_20241020044725_2E58ED16_r000768_c002560.tif,65536,0,0,0,0,0,0,64308,0,1228,0,0,0
